Name,L_gp,R_gp,Thick_gp,SFP_Loc,SFP_Len,Thick_sfp,Oxide_Thick,BV,Leakage_2,Cgd_2,Leakage,Cgg,Cgs,Cds,Cgd,Vti
L_4_R_12_Nb_1_,0.4,1.2,0.2,0.0,0.0,0.0,0.0,199.508,1.236,121.0,-0.001236,1.99e-07,-7.77e-08,3.34e-09,-1.21e-07,-2.827
L_4_R_4_Nb_1_,0.4,0.4,0.2,0.0,0.0,0.0,0.0,85.108,4.601,77.5,-0.004601,1.55e-07,-7.75e-08,2.61e-09,-7.75e-08,-2.827
L_4_R_8_Nb_1_,0.4,0.8,0.2,0.0,0.0,0.0,0.0,133.988,2.623,98.8,-0.002623,1.77e-07,-7.77e-08,2.98e-09,-9.88e-08,-2.802
L_4_R_4_Th_4_Nb_1,0.4,0.4,0.4,0.0,0.0,0.0,0.0,256.868,2.145,75.8,-0.002145,1.53e-07,-7.7e-08,1.86e-09,-7.58e-08,-2.844
L_4_R_2_Th_6_Nb_2_Th4_Len_4_Loc_325,0.4,0.2,0.6,3.25,0.4,0.4,0.0,91.908,4.532,65.0,-0.004532,1.42e-07,-7.68e-08,-3.76e-08,-6.5e-08,-2.845
L_4_R_2_Th_6_Nb_2_Th4_Len_8_Loc_235,0.4,0.2,0.6,2.35,0.8,0.4,0.0,206.548,3.28,63.0,-0.00328,1.46e-07,-8.28e-08,-5.34e-08,-6.3e-08,-2.845
L_4_R_2_Th_6_Nb_2_Th4_Len_12_Loc_235,0.4,0.2,0.6,2.35,1.2,0.4,0.0,108.55,3.205,63.0,-0.003205,1.46e-07,-8.28e-08,-7.73e-08,-6.3e-08,-2.845
L_4_R_2_Th_6_Nb_2_Th6_Len_4_Loc_325,0.4,0.2,0.6,3.25,0.4,0.6,0.0,91.988,4.534,64.9,-0.004534,1.42e-07,-7.68e-08,-3.77e-08,-6.49e-08,-2.845
L_4_R_2_Th_6_Nb_2_Th6_Len_8_Loc_235,0.4,0.2,0.6,2.35,0.8,0.6,0.0,205.108,3.282,63.0,-0.003282,1.47e-07,-8.44e-08,-5.35e-08,-6.3e-08,-2.845
L_4_R_2_Th_2_Nb_1,0.4,0.2,0.2,0.0,0.0,0.0,0.0,70.068,3.483,61.9,-0.003483,1.35e-07,-7.34e-08,-5.31e-11,-6.19e-08,-2.827
L_4_R_2_Th_2_Nb_2_Th2_Len_4_Loc_235,0.4,0.2,0.2,2.35,0.4,0.2,0.0,232.148,2.34,60.1,-0.00234,1.37e-07,-7.65e-08,-3.37e-08,-6.01e-08,-2.827
L_4_R_2_Th_2_Nb_2_Th4_Len_4_Loc_235,0.4,0.2,0.2,2.35,0.4,0.4,0.0,232.148,2.34,60.0,-0.00234,1.37e-07,-7.72e-08,-3.39e-08,-6e-08,-2.827
L_4_R_2_Th_2_Nb_2_Th6_Len_4_Loc_235,0.4,0.2,0.2,2.35,0.4,0.6,0.0,121.908,6.925,60.5,-0.006925,1.38e-07,-7.74e-08,-3.36e-08,-6.05e-08,-2.829
L_4_R_2_Th_2_Nb_2_Th2_Len_4_Loc_265,0.4,0.2,0.2,2.65,0.4,0.2,0.0,186.228,3.029,61.5,-0.003029,1.35e-07,-7.38e-08,-3.52e-08,-6.15e-08,-2.827
L_4_R_2_Th_2_Nb_2_Th4_Len_4_Loc_265,0.4,0.2,0.2,2.65,0.4,0.4,0.0,187.348,3.015,61.5,-0.003015,1.35e-07,-7.39e-08,-3.55e-08,-6.15e-08,-2.827
L_4_R_2_Th_2_Nb_2_Th6_Len_4_Loc_265,0.4,0.2,0.2,2.65,0.4,0.6,0.0,115.668,7.986,61.9,-0.007986,1.36e-07,-7.4e-08,-3.52e-08,-6.19e-08,-2.829
L_4_R_2_Th_2_Nb_2_Th2_Len_4_Loc_295,0.4,0.2,0.2,2.95,0.4,0.2,0.0,132.948,3.408,61.8,-0.003408,1.35e-07,-7.35e-08,-3.59e-08,-6.18e-08,-2.827
L_4_R_2_Th_2_Nb_2_Th4_Len_4_Loc_295,0.4,0.2,0.2,2.95,0.4,0.4,0.0,134.388,3.386,61.8,-0.003386,1.35e-07,-7.35e-08,-3.63e-08,-6.18e-08,-2.827
L_4_R_2_Th_2_Nb_2_Th2_Len_4_Loc_325,0.4,0.2,0.2,3.25,0.4,0.2,0.0,93.508,3.435,61.9,-0.003435,1.35e-07,-7.34e-08,-3.88e-08,-6.19e-08,-2.827
L_4_R_2_Th_2_Nb_2_Th4_Len_4_Loc_325,0.4,0.2,0.2,3.25,0.4,0.4,0.0,95.188,3.146,57.6,-0.003146,1.27e-07,-6.88e-08,-4.21e-08,-5.76e-08,-2.802
L_4_R_2_Th_2_Nb_2_Th2_Len_8_Loc_235,0.4,0.2,0.2,2.35,0.8,0.2,0.0,205.428,2.157,60.1,-0.002157,1.37e-07,-7.65e-08,-5.58e-08,-6.01e-08,-2.827
L_4_R_2_Th_2_Nb_2_Th4_Len_8_Loc_235,0.4,0.2,0.2,2.35,0.8,0.4,0.0,204.628,2.158,60.0,-0.002158,1.37e-07,-7.72e-08,-5.6e-08,-6e-08,-2.827
L_4_R_2_Th_2_Nb_2_Th6_Len_8_Loc_235,0.4,0.2,0.2,2.35,0.8,0.6,0.0,121.908,6.466,60.5,-0.006466,1.38e-07,-7.74e-08,-5.57e-08,-6.05e-08,-2.829
L_4_R_2_Th_2_Nb_2_Th6_Len_8_Loc_265,0.4,0.2,0.2,2.65,0.8,0.6,0.0,98.708,6.78,57.3,-0.00678,1.27e-07,-6.93e-08,-6.13e-08,-5.73e-08,-2.803
L_4_R_2_Th_2_Nb_2_Th6_Len_12_Loc_235,0.4,0.2,0.2,2.35,1.2,0.6,0.0,89.348,6.493,60.5,-0.006493,1.38e-07,-7.74e-08,-7.98e-08,-6.05e-08,-2.829
L_4_R_2_Th_4_Nb_1,0.4,0.2,0.4,0.0,0.0,0.0,0.0,64.948,4.929,64.8,-0.004929,1.42e-07,-7.66e-08,1.66e-09,-6.48e-08,-2.844
L_4_R_2_Th_4_Nb_2_Th2_Len_4_Loc_235,0.4,0.2,0.4,2.35,0.4,0.2,0.0,180.788,3.754,62.9,-0.003754,1.43e-07,-8.05e-08,-3.14e-08,-6.29e-08,-2.844
L_4_R_2_Th_4_Nb_2_Th4_Len_4_Loc_235,0.4,0.2,0.4,2.35,0.4,0.4,0.0,183.348,3.759,62.8,-0.003759,1.45e-07,-8.2e-08,-3.16e-08,-6.28e-08,-2.844
L_4_R_2_Th_4_Nb_2_Th6_Len_4_Loc_235,0.4,0.2,0.4,2.35,0.4,0.6,0.0,183.508,3.753,62.8,-0.003753,1.46e-07,-8.27e-08,-3.17e-08,-6.28e-08,-2.844
L_4_R_2_Th_4_Nb_2_Th2_Len_4_Loc_265,0.4,0.2,0.4,2.65,0.4,0.2,0.0,169.748,4.39,64.3,-0.00439,1.42e-07,-7.71e-08,-3.31e-08,-6.43e-08,-2.844
L_4_R_2_Th_4_Nb_2_Th4_Len_4_Loc_265,0.4,0.2,0.4,2.65,0.4,0.4,0.0,170.868,4.354,64.3,-0.004354,1.42e-07,-7.72e-08,-3.34e-08,-6.43e-08,-2.844
L_4_R_2_Th_4_Nb_2_Th6_Len_4_Loc_265,0.4,0.2,0.4,2.65,0.4,0.6,0.0,170.548,4.376,64.3,-0.004376,1.42e-07,-7.72e-08,-3.34e-08,-6.43e-08,-2.844
L_4_R_2_Th_4_Nb_2_Th2_Len_4_Loc_295,0.4,0.2,0.4,2.95,0.4,0.2,0.0,127.508,4.892,64.7,-0.004892,1.42e-07,-7.67e-08,-3.38e-08,-6.47e-08,-2.844
L_4_R_2_Th_4_Nb_2_Th4_Len_4_Loc_295,0.4,0.2,0.4,2.95,0.4,0.4,0.0,128.148,4.89,64.7,-0.00489,1.42e-07,-7.67e-08,-3.43e-08,-6.47e-08,-2.844
L_4_R_2_Th_4_Nb_2_Th6_Len_4_Loc_295,0.4,0.2,0.4,2.95,0.4,0.6,0.0,128.628,4.914,64.7,-0.004914,1.42e-07,-7.67e-08,-3.42e-08,-6.47e-08,-2.844
L_4_R_2_Th_4_Nb_2_Th2_Len_4_Loc_325,0.4,0.2,0.4,3.25,0.4,0.2,0.0,88.948,4.95,64.8,-0.00495,1.42e-07,-7.67e-08,-3.68e-08,-6.48e-08,-2.844
L_4_R_2_Th_4_Nb_2_Th4_Len_4_Loc_325,0.4,0.2,0.4,3.25,0.4,0.4,0.0,89.188,4.949,64.8,-0.004949,1.42e-07,-7.67e-08,-3.77e-08,-6.48e-08,-2.844
L_4_R_2_Th_4_Nb_2_Th6_Len_4_Loc_325,0.4,0.2,0.4,3.25,0.4,0.6,0.0,88.948,4.949,64.8,-0.004949,1.42e-07,-7.67e-08,-3.79e-08,-6.48e-08,-2.844
L_4_R_2_Th_4_Nb_2_Th2_Len_8_Loc_235,0.4,0.2,0.4,2.35,0.8,0.2,0.0,153.268,3.562,62.9,-0.003562,1.43e-07,-8.05e-08,-5.33e-08,-6.29e-08,-2.844
L_4_R_2_Th_4_Nb_2_Th4_Len_8_Loc_235,0.4,0.2,0.4,2.35,0.8,0.4,0.0,153.428,3.563,62.8,-0.003563,1.45e-07,-8.2e-08,-5.35e-08,-6.28e-08,-2.844
L_4_R_2_Th_4_Nb_2_Th6_Len_8_Loc_235,0.4,0.2,0.4,2.35,0.8,0.6,0.0,153.428,3.563,62.8,-0.003563,1.46e-07,-8.27e-08,-5.35e-08,-6.28e-08,-2.844
L_4_R_2_Th_6_Nb_1,0.4,0.2,0.6,0.0,0.0,0.0,0.0,72.948,4.27,60.4,-0.00427,1.32e-07,-7.17e-08,-9.81e-10,-6.04e-08,-2.818
L_4_R_2_Th_6_Nb_2_Th2_Len_4_Loc_235,0.4,0.2,0.6,2.35,0.4,0.2,0.0,230.308,3.458,63.0,-0.003458,1.44e-07,-8.07e-08,-3.13e-08,-6.3e-08,-2.845
L_4_R_2_Th_6_Nb_2_Th4_Len_4_Loc_235,0.4,0.2,0.6,2.35,0.4,0.4,0.0,240.388,3.17,58.4,-0.00317,1.36e-07,-7.78e-08,-3.49e-08,-5.84e-08,-2.818
L_4_R_2_Th_6_Nb_2_Th6_Len_4_Loc_235,0.4,0.2,0.6,2.35,0.4,0.6,0.0,231.748,3.461,63.0,-0.003461,1.47e-07,-8.44e-08,-3.15e-08,-6.3e-08,-2.845
L_4_R_2_Th_6_Nb_2_Th2_Len_4_Loc_265,0.4,0.2,0.6,2.65,0.4,0.2,0.0,176.788,4.08,64.5,-0.00408,1.42e-07,-7.72e-08,-3.29e-08,-6.45e-08,-2.845
L_4_R_2_Th_6_Nb_2_Th4_Len_4_Loc_265,0.4,0.2,0.6,2.65,0.4,0.4,0.0,179.508,4.067,64.5,-0.004067,1.42e-07,-7.73e-08,-3.32e-08,-6.45e-08,-2.845
L_4_R_2_Th_6_Nb_2_Th6_Len_4_Loc_265,0.4,0.2,0.6,2.65,0.4,0.6,0.0,177.748,4.066,64.5,-0.004066,1.42e-07,-7.73e-08,-3.32e-08,-6.45e-08,-2.845
L_4_R_2_Th_6_Nb_2_Th2_Len_4_Loc_295,0.4,0.2,0.6,2.95,0.4,0.2,0.0,130.228,4.483,64.9,-0.004483,1.42e-07,-7.68e-08,-3.37e-08,-6.49e-08,-2.845
L_4_R_2_Th_6_Nb_2_Th4_Len_4_Loc_295,0.4,0.2,0.6,2.95,0.4,0.4,0.0,131.028,4.464,64.9,-0.004464,1.42e-07,-7.69e-08,-3.41e-08,-6.49e-08,-2.845
L_4_R_2_Th_6_Nb_2_Th6_Len_4_Loc_295,0.4,0.2,0.6,2.95,0.4,0.6,0.0,131.188,4.466,64.9,-0.004466,1.42e-07,-7.69e-08,-3.41e-08,-6.49e-08,-2.845
L_4_R_2_Th_6_Nb_2_Th2_Len_4_Loc_325,0.4,0.2,0.6,3.25,0.4,0.2,0.0,94.148,4.215,60.4,-0.004215,1.32e-07,-7.17e-08,-3.97e-08,-6.04e-08,-2.818
L_4_R_2_Th_6_Nb_2_Th2_Len_8_Loc_235,0.4,0.2,0.6,2.35,0.8,0.2,0.0,205.428,3.279,63.0,-0.003279,1.44e-07,-8.07e-08,-5.32e-08,-6.3e-08,-2.845
L_4_R_4_Th_2_Nb_2_Th2_Len_4_Loc_235,0.4,0.4,0.2,2.35,0.4,0.2,0.0,154.068,1.652,68.6,-0.001652,1.53e-07,-8.47e-08,-3.1e-08,-6.86e-08,-2.827
L_4_R_4_Th_2_Nb_2_Th4_Len_4_Loc_235,0.4,0.4,0.2,2.35,0.4,0.4,0.0,151.028,1.648,68.6,-0.001648,1.55e-07,-8.65e-08,-3.12e-08,-6.86e-08,-2.827
L_4_R_4_Th_2_Nb_2_Th6_Len_4_Loc_235,0.4,0.4,0.2,2.35,0.4,0.6,0.0,135.188,3.285,69.1,-0.003285,1.56e-07,-8.69e-08,-3.09e-08,-6.91e-08,-2.829
L_4_R_4_Th_2_Nb_2_Th2_Len_4_Loc_265,0.4,0.4,0.2,2.65,0.4,0.2,0.0,170.068,1.893,71.8,-0.001893,1.47e-07,-7.51e-08,-3.43e-08,-7.18e-08,-2.827
L_4_R_4_Th_2_Nb_2_Th4_Len_4_Loc_265,0.4,0.4,0.2,2.65,0.4,0.4,0.0,170.388,1.894,71.7,-0.001894,1.47e-07,-7.54e-08,-3.46e-08,-7.17e-08,-2.827
L_4_R_4_Th_2_Nb_2_Th6_Len_4_Loc_265,0.4,0.4,0.2,2.65,0.4,0.6,0.0,146.628,3.671,72.3,-0.003671,1.48e-07,-7.57e-08,-3.43e-08,-7.23e-08,-2.829
L_4_R_4_Th_2_Nb_2_Th2_Len_4_Loc_295,0.4,0.4,0.2,2.95,0.4,0.2,0.0,146.108,2.219,72.7,-0.002219,1.47e-07,-7.38e-08,-3.56e-08,-7.27e-08,-2.827
L_4_R_4_Th_6_Nb_1,0.4,0.4,0.6,0.0,0.0,0.0,0.0,189.748,2.012,76.0,-0.002012,1.53e-07,-7.7e-08,1.93e-09,-7.6e-08,-2.845
L_4_R_4_Th_2_Nb_2_Th6_Len_4_Loc_295,0.4,0.4,0.2,2.95,0.4,0.6,0.0,131.988,4.051,73.1,-0.004051,1.47e-07,-7.4e-08,-3.57e-08,-7.31e-08,-2.829
L_4_R_4_Th_2_Nb_2_Th2_Len_4_Loc_325,0.4,0.4,0.2,3.25,0.4,0.2,0.0,105.348,2.246,72.9,-0.002246,1.47e-07,-7.36e-08,-3.85e-08,-7.29e-08,-2.827
L_4_R_4_Th_2_Nb_2_Th4_Len_4_Loc_325,0.4,0.4,0.2,3.25,0.4,0.4,0.0,105.028,2.243,72.9,-0.002243,1.47e-07,-7.36e-08,-3.95e-08,-7.29e-08,-2.827
L_4_R_4_Th_2_Nb_2_Th6_Len_4_Loc_325,0.4,0.4,0.2,3.25,0.4,0.6,0.0,95.828,4.201,73.4,-0.004201,1.47e-07,-7.38e-08,-3.94e-08,-7.34e-08,-2.829
L_4_R_4_Th_2_Nb_2_Th2_Len_8_Loc_235,0.4,0.4,0.2,2.35,0.8,0.2,0.0,140.148,1.547,68.6,-0.001547,1.53e-07,-8.47e-08,-5.32e-08,-6.86e-08,-2.827
L_4_R_6_Th_2_Nb_2_Th6_Len_8_Loc_265,0.4,0.6,0.2,2.65,0.8,0.6,0.0,108.788,2.669,81.8,-0.002669,1.62e-07,-8.06e-08,-5.58e-08,-8.18e-08,-2.829
L_4_R_4_Th_2_Nb_2_Th6_Len_8_Loc_265,0.4,0.4,0.2,2.65,0.8,0.6,0.0,116.468,3.409,72.2,-0.003409,1.48e-07,-7.57e-08,-5.76e-08,-7.22e-08,-2.829
L_4_R_4_Th_2_Nb_2_Th2_Len_12_Loc_235,0.4,0.4,0.2,2.35,1.2,0.2,0.0,99.108,1.497,68.6,-0.001497,1.53e-07,-8.47e-08,-7.67e-08,-6.86e-08,-2.827
L_4_R_4_Th_2_Nb_2_Th4_Len_12_Loc_235,0.4,0.4,0.2,2.35,1.2,0.4,0.0,99.188,1.497,68.6,-0.001497,1.55e-07,-8.65e-08,-7.73e-08,-6.86e-08,-2.827
L_4_R_4_Th_2_Nb_2_Th6_Len_12_Loc_235,0.4,0.4,0.2,2.35,1.2,0.6,0.0,94.388,3.084,69.1,-0.003084,1.56e-07,-8.69e-08,-7.72e-08,-6.91e-08,-2.829
L_4_R_4_Th_4_Nb_2_Th2_Len_4_Loc_235,0.4,0.4,0.4,2.35,0.4,0.2,0.0,219.828,1.471,66.9,-0.001471,1.52e-07,-8.49e-08,-3.21e-08,-6.69e-08,-2.817
L_4_R_4_Th_4_Nb_2_Th4_Len_4_Loc_235,0.4,0.4,0.4,2.35,0.4,0.4,0.0,219.188,1.471,66.9,-0.001471,1.57e-07,-9e-08,-3.22e-08,-6.69e-08,-2.817
L_4_R_4_Th_4_Nb_2_Th6_Len_4_Loc_235,0.4,0.4,0.4,2.35,0.4,0.6,0.0,218.068,1.656,71.3,-0.001656,1.68e-07,-9.68e-08,-2.89e-08,-7.13e-08,-2.844
L_4_R_4_Th_4_Nb_2_Th2_Len_4_Loc_265,0.4,0.4,0.4,2.65,0.4,0.2,0.0,218.868,1.859,74.6,-0.001859,1.54e-07,-7.89e-08,-3.21e-08,-7.46e-08,-2.844
L_4_R_8_Th_6_Nb_1,0.4,0.8,0.6,0.0,0.0,0.0,0.0,152.148,1.806,98.0,-0.001806,1.75e-07,-7.74e-08,2.31e-09,-9.8e-08,-2.845
L_4_R_8_Th_6_Nb_2_Th4_Len_4_Loc_295,0.4,0.8,0.6,2.95,0.4,0.4,0.0,124.308,1.706,96.0,-0.001706,1.8e-07,-8.35e-08,-3.17e-08,-9.6e-08,-2.845
L_4_R_6_Th_4_Nb_1,0.4,0.6,0.4,0.0,0.0,0.0,0.0,254.068,1.591,87.0,-0.001591,1.64e-07,-7.71e-08,2.04e-09,-8.7e-08,-2.844
L_4_R_6_Th_4_Nb_2_Th2_Len_4_Loc_325,0.4,0.6,0.4,3.25,0.4,0.2,0.0,140.308,1.579,86.9,-0.001579,1.64e-07,-7.73e-08,-3.63e-08,-8.69e-08,-2.844
L_4_R_4_Th_4_Nb_2_Th2_Len_4_Loc_325,0.4,0.4,0.4,3.25,0.4,0.2,0.0,114.228,2.122,75.8,-0.002122,1.53e-07,-7.7e-08,-3.64e-08,-7.58e-08,-2.844
L_4_R_4_Th_4_Nb_2_Th4_Len_4_Loc_325,0.4,0.4,0.4,3.25,0.4,0.4,0.0,114.388,2.122,75.8,-0.002122,1.53e-07,-7.7e-08,-3.74e-08,-7.58e-08,-2.844
L_4_R_4_Th_4_Nb_2_Th6_Len_4_Loc_325,0.4,0.4,0.4,3.25,0.4,0.6,0.0,114.388,2.122,75.8,-0.002122,1.53e-07,-7.7e-08,-3.76e-08,-7.58e-08,-2.844
L_4_R_4_Th_4_Nb_2_Th2_Len_8_Loc_235,0.4,0.4,0.4,2.35,0.8,0.2,0.0,176.468,1.569,71.3,-0.001569,1.61e-07,-8.99e-08,-5.07e-08,-7.13e-08,-2.844
L_4_R_4_Th_6_Nb_2_Th6_Len_4_Loc_325,0.4,0.4,0.6,3.25,0.4,0.6,0.0,111.988,2.0,76.0,-0.002,1.53e-07,-7.71e-08,-3.75e-08,-7.6e-08,-2.845
L_4_R_4_Th_6_Nb_2_Th4_Len_8_Loc_235,0.4,0.4,0.6,2.35,0.8,0.4,0.0,178.548,1.486,71.4,-0.001486,1.68e-07,-9.67e-08,-5.07e-08,-7.14e-08,-2.845
L_4_R_6_Th_2_Nb_2_Th4_Len_4_Loc_265,0.4,0.6,0.2,2.65,0.4,0.4,0.0,151.348,1.511,81.4,-0.001511,1.62e-07,-8.01e-08,-3.27e-08,-8.14e-08,-2.827
L_4_R_6_Th_2_Nb_2_Th6_Len_4_Loc_325,0.4,0.6,0.2,3.25,0.4,0.6,0.0,93.748,3.486,84.5,-0.003486,1.59e-07,-7.4e-08,-3.95e-08,-8.45e-08,-2.829
L_4_R_8_Th_2_Nb_2_Th2_Len_4_Loc_325,0.4,0.8,0.2,3.25,0.4,0.2,0.0,103.608,0.7616,94.7,-0.0007616,1.69e-07,-7.43e-08,-3.81e-08,-9.47e-08,-2.827
L_4_R_8_Th_2_Nb_2_Th4_Len_4_Loc_325,0.4,0.8,0.2,3.25,0.4,0.4,0.0,104.298,0.6548,90.6,-0.0006548,1.6e-07,-6.95e-08,-4.16e-08,-9.06e-08,-2.802
L_4_R_6_Th_4_Nb_2_Th2_Len_4_Loc_265,0.4,0.6,0.4,2.65,0.4,0.2,0.0,206.708,1.447,84.0,-0.001447,1.68e-07,-8.37e-08,-3.04e-08,-8.4e-08,-2.844
L_4_R_8_Th_6_Nb_2_Th2_Len_4_Loc_295,0.4,0.8,0.6,2.95,0.4,0.2,0.0,124.148,1.706,96.0,-0.001706,1.77e-07,-8.13e-08,-3.14e-08,-9.6e-08,-2.845
L_4_R_6_Th_6_Nb_1,0.4,0.6,0.6,0.0,0.0,0.0,0.0,260.468,1.655,87.2,-0.001655,1.64e-07,-7.72e-08,2.12e-09,-8.72e-08,-2.845
L_4_R_12_Th_4_Nb_1,0.4,1.2,0.4,0.0,0.0,0.0,0.0,201.748,1.137,120.0,-0.001137,1.98e-07,-7.76e-08,2.5e-09,-1.2e-07,-2.844
L_4_R_6_Th_4_Nb_2_Th4_Len_4_Loc_325,0.4,0.6,0.4,3.25,0.4,0.4,0.0,139.508,1.738,86.9,-0.001738,1.64e-07,-7.73e-08,-3.73e-08,-8.69e-08,-2.844
L_4_R_4_Th_4_Nb_2_Th6_Len_4_Loc_265,0.4,0.4,0.4,2.65,0.4,0.6,0.0,218.548,1.859,74.5,-0.001859,1.55e-07,-8.03e-08,-3.23e-08,-7.45e-08,-2.844
L_4_R_6_Th_4_Nb_2_Th4_Len_4_Loc_265,0.4,0.6,0.4,2.65,0.4,0.4,0.0,204.948,1.595,84.0,-0.001595,1.7e-07,-8.61e-08,-3.05e-08,-8.4e-08,-2.844
L_4_R_6_Th_6_Nb_2_Th2_Len_4_Loc_265,0.4,0.6,0.6,2.65,0.4,0.2,0.0,209.428,1.514,84.2,-0.001514,1.68e-07,-8.39e-08,-3.03e-08,-8.42e-08,-2.845
