Name,L_gp,R_gp,Thick_gp,SFP_Loc,SFP_Len,Thick_sfp,Oxide_Thick,BV,Leakage_2,Cgd_2,Leakage,Cgg,Cgs,Cds,Cgd,Vti
L_4_R_2_Th_4_Nb_2_Th4_Len_8_Loc_235_Ox_1,0.4,0.2,0.4,2.35,0.8,0.4,0.1,253.908,2.075,63.3,-0.002075,1.43e-07,-7.93e-08,-2.04e-08,-6.33e-08,-2.844
L_4_R_2_Th_4_Nb_2_Th2_Len_8_Loc_265_Ox_1,0.4,0.2,0.4,2.65,0.8,0.2,0.1,157.908,2.107,65.8,-0.002107,1.44e-07,-7.85e-08,-2.07e-08,-6.58e-08,-2.854
L_4_R_2_Th_4_Nb_2_Th4_Len_8_Loc_265_Ox_1,0.4,0.2,0.4,2.65,0.8,0.4,0.1,157.268,2.153,64.5,-0.002153,1.41e-07,-7.69e-08,-2.2e-08,-6.45e-08,-2.844
L_4_R_2_Th_4_Nb_2_Th2_Len_8_Loc_235_Ox_2,0.4,0.2,0.4,2.35,0.8,0.2,0.2,203.188,4.606,61.9,-0.004606,1.38e-07,-7.56e-08,-1.24e-08,-6.19e-08,-2.832
L_4_R_2_Th_4_Nb_2_Th4_Len_8_Loc_235_Ox_2,0.4,0.2,0.4,2.35,0.8,0.4,0.2,191.508,5.822,64.1,-0.005822,1.42e-07,-7.74e-08,-1.11e-08,-6.41e-08,-2.843
L_4_R_2_Th_4_Nb_2_Th6_Len_8_Loc_235_Ox_2,0.4,0.2,0.4,2.35,0.8,0.6,0.2,211.828,3.054,61.6,-0.003054,1.37e-07,-7.52e-08,-1.26e-08,-6.16e-08,-2.83
L_4_R_2_Th_4_Nb_2_Th2_Len_8_Loc_265_Ox_2,0.4,0.2,0.4,2.65,0.8,0.2,0.2,183.668,4.524,62.7,-0.004524,1.37e-07,-7.46e-08,-1.33e-08,-6.27e-08,-2.832
L_4_R_2_Th_4_Nb_2_Th4_Len_8_Loc_265_Ox_2,0.4,0.2,0.4,2.65,0.8,0.4,0.2,40.308,5.857,64.8,-0.005857,1.41e-07,-7.63e-08,-1.2e-08,-6.48e-08,-2.843
L_4_R_2_Th_4_Nb_2_Th6_Len_8_Loc_265_Ox_2,0.4,0.2,0.4,2.65,0.8,0.6,0.2,194.468,3.101,62.4,-0.003101,1.37e-07,-7.42e-08,-1.35e-08,-6.24e-08,-2.83
L_4_R_2_Th_4_Nb_2_Th2_Len_12_Loc_235_Ox_1,0.4,0.2,0.4,2.35,1.2,0.2,0.1,196.468,2.03,64.7,-0.00203,1.46e-07,-8.09e-08,-2.89e-08,-6.47e-08,-2.854
L_4_R_2_Th_4_Nb_2_Th4_Len_12_Loc_235_Ox_1,0.4,0.2,0.4,2.35,1.2,0.4,0.1,196.788,2.075,63.3,-0.002075,1.43e-07,-7.93e-08,-3.03e-08,-6.33e-08,-2.844
L_4_R_2_Th_4_Nb_2_Th2_Len_12_Loc_235_Ox_2,0.4,0.2,0.4,2.35,1.2,0.2,0.2,199.188,4.477,61.9,-0.004477,1.38e-07,-7.56e-08,-1.81e-08,-6.19e-08,-2.832
L_4_R_2_Th_4_Nb_2_Th4_Len_12_Loc_235_Ox_2,0.4,0.2,0.4,2.35,1.2,0.4,0.2,188.628,5.821,64.1,-0.005821,1.42e-07,-7.74e-08,-1.68e-08,-6.41e-08,-2.843
L_4_R_2_Th_4_Nb_2_Th6_Len_12_Loc_235_Ox_2,0.4,0.2,0.4,2.35,1.2,0.6,0.2,201.588,3.053,61.6,-0.003053,1.37e-07,-7.52e-08,-1.83e-08,-6.16e-08,-2.83
L_4_R_2_Th_6_Nb_2_Th2_Len_4_Loc_235_Ox_1,0.4,0.2,0.6,2.35,0.4,0.2,0.1,315.828,1.005,63.3,-0.001005,1.43e-07,-7.93e-08,-1.2e-08,-6.33e-08,-2.845
L_4_R_2_Th_6_Nb_2_Th6_Len_4_Loc_235_Ox_1,0.4,0.2,0.6,2.35,0.4,0.6,0.1,309.988,2.528,64.4,-0.002528,1.45e-07,-8.02e-08,-1.13e-08,-6.44e-08,-2.851
L_4_R_2_Th_6_Nb_2_Th2_Len_4_Loc_265_Ox_1,0.4,0.2,0.6,2.65,0.4,0.2,0.1,276.468,1.045,64.5,-0.001045,1.42e-07,-7.7e-08,-1.32e-08,-6.45e-08,-2.845
L_4_R_2_Th_6_Nb_2_Th6_Len_4_Loc_265_Ox_1,0.4,0.2,0.6,2.65,0.4,0.6,0.1,269.028,2.683,65.6,-0.002683,1.43e-07,-7.78e-08,-1.24e-08,-6.56e-08,-2.851
L_4_R_2_Th_6_Nb_2_Th6_Len_4_Loc_295_Ox_1,0.4,0.2,0.6,2.95,0.4,0.6,0.1,219.428,3.081,65.9,-0.003081,1.43e-07,-7.75e-08,-1.29e-08,-6.59e-08,-2.851
L_4_R_2_Th_6_Nb_2_Th4_Len_4_Loc_325_Ox_1,0.4,0.2,0.6,3.25,0.4,0.4,0.1,23.348,0.0,60.3,0.0,1.32e-07,-7.15e-08,-1.95e-08,-6.03e-08,-2.816
L_4_R_2_Th_6_Nb_2_Th2_Len_4_Loc_235_Ox_2,0.4,0.2,0.6,2.35,0.4,0.2,0.2,201.588,5.91,64.1,-0.00591,1.42e-07,-7.74e-08,-5.97e-09,-6.41e-08,-2.843
L_4_R_2_Th_6_Nb_2_Th4_Len_4_Loc_235_Ox_2,0.4,0.2,0.6,2.35,0.4,0.4,0.2,304.468,1.862,61.7,-0.001862,1.37e-07,-7.53e-08,-7.41e-09,-6.17e-08,-2.831
L_4_R_2_Th_6_Nb_2_Th6_Len_4_Loc_235_Ox_2,0.4,0.2,0.6,2.35,0.4,0.6,0.2,208.948,3.84,65.4,-0.00384,1.45e-07,-7.96e-08,-4.57e-09,-6.54e-08,-2.856
L_4_R_2_Th_6_Nb_2_Th2_Len_4_Loc_265_Ox_2,0.4,0.2,0.6,2.65,0.4,0.2,0.2,38.708,6.023,64.8,-0.006023,1.41e-07,-7.64e-08,-6.71e-09,-6.48e-08,-2.843
L_4_R_2_Th_6_Nb_2_Th4_Len_4_Loc_265_Ox_2,0.4,0.2,0.6,2.65,0.4,0.4,0.2,289.268,1.887,62.4,-0.001887,1.37e-07,-7.43e-08,-8.15e-09,-6.24e-08,-2.831
L_4_R_2_Th_6_Nb_2_Th6_Len_4_Loc_265_Ox_2,0.4,0.2,0.6,2.65,0.4,0.6,0.2,196.548,3.929,66.1,-0.003929,1.45e-07,-7.86e-08,-5.33e-09,-6.61e-08,-2.856
L_4_R_2_Th_6_Nb_2_Th2_Len_4_Loc_295_Ox_2,0.4,0.2,0.6,2.95,0.4,0.2,0.2,38.708,5.979,65.0,-0.005979,1.41e-07,-7.62e-08,-6.93e-09,-6.5e-08,-2.843
L_4_R_2_Th_6_Nb_2_Th4_Len_4_Loc_295_Ox_2,0.4,0.2,0.6,2.95,0.4,0.4,0.2,266.708,1.888,62.6,-0.001888,1.37e-07,-7.42e-08,-8.35e-09,-6.26e-08,-2.831
L_4_R_2_Th_6_Nb_2_Th6_Len_4_Loc_295_Ox_2,0.4,0.2,0.6,2.95,0.4,0.6,0.2,178.788,3.958,66.3,-0.003958,1.45e-07,-7.84e-08,-5.54e-09,-6.63e-08,-2.856
L_4_R_2_Th_6_Nb_2_Th2_Len_4_Loc_325_Ox_2,0.4,0.2,0.6,3.25,0.4,0.2,0.2,38.068,5.984,65.0,-0.005984,1.41e-07,-7.62e-08,-8.46e-09,-6.5e-08,-2.843
L_4_R_2_Th_6_Nb_2_Th4_Len_4_Loc_325_Ox_2,0.4,0.2,0.6,3.25,0.4,0.4,0.2,245.428,1.89,62.6,-0.00189,1.37e-07,-7.41e-08,-9.86e-09,-6.26e-08,-2.831
L_4_R_2_Th_6_Nb_2_Th6_Len_4_Loc_325_Ox_2,0.4,0.2,0.6,3.25,0.4,0.6,0.2,153.188,3.962,66.3,-0.003962,1.45e-07,-7.84e-08,-7.15e-09,-6.63e-08,-2.856
L_4_R_2_Th_6_Nb_2_Th2_Len_8_Loc_235_Ox_1,0.4,0.2,0.6,2.35,0.8,0.2,0.1,263.188,1.005,63.3,-0.001005,1.43e-07,-7.93e-08,-2.03e-08,-6.33e-08,-2.845
L_4_R_2_Th_6_Nb_2_Th6_Len_8_Loc_235_Ox_1,0.4,0.2,0.6,2.35,0.8,0.6,0.1,257.588,2.891,64.4,-0.002891,1.45e-07,-8.02e-08,-1.96e-08,-6.44e-08,-2.851
L_4_R_2_Th_6_Nb_2_Th2_Len_8_Loc_265_Ox_1,0.4,0.2,0.6,2.65,0.8,0.2,0.1,222.228,1.04,64.5,-0.00104,1.42e-07,-7.7e-08,-2.19e-08,-6.45e-08,-2.845
L_4_R_2_Th_6_Nb_2_Th4_Len_8_Loc_265_Ox_1,0.4,0.2,0.6,2.65,0.8,0.4,0.1,23.348,0.0,60.0,0.0,1.32e-07,-7.19e-08,-2.5e-08,-6e-08,-2.816
L_4_R_2_Th_6_Nb_2_Th6_Len_8_Loc_265_Ox_1,0.4,0.2,0.6,2.65,0.8,0.6,0.1,218.708,2.678,65.6,-0.002678,1.43e-07,-7.78e-08,-2.11e-08,-6.56e-08,-2.851
L_4_R_2_Th_6_Nb_2_Th2_Len_8_Loc_235_Ox_2,0.4,0.2,0.6,2.35,0.8,0.2,0.2,194.068,5.908,64.1,-0.005908,1.42e-07,-7.74e-08,-1.11e-08,-6.41e-08,-2.843
L_4_R_2_Th_6_Nb_2_Th4_Len_8_Loc_235_Ox_2,0.4,0.2,0.6,2.35,0.8,0.4,0.2,303.111,1.861,61.7,-0.001861,1.37e-07,-7.54e-08,-1.26e-08,-6.17e-08,-2.831
L_4_R_2_Th_6_Nb_2_Th6_Len_8_Loc_235_Ox_2,0.4,0.2,0.6,2.35,0.8,0.6,0.2,210.068,3.877,65.4,-0.003877,1.45e-07,-7.96e-08,-9.66e-09,-6.54e-08,-2.856
L_4_R_2_Th_6_Nb_2_Th2_Len_8_Loc_265_Ox_2,0.4,0.2,0.6,2.65,0.8,0.2,0.2,41.268,6.004,64.8,-0.006004,1.41e-07,-7.64e-08,-1.2e-08,-6.48e-08,-2.843
L_4_R_2_Th_6_Nb_2_Th4_Len_8_Loc_265_Ox_2,0.4,0.2,0.6,2.65,0.8,0.4,0.2,264.308,1.886,62.4,-0.001886,1.37e-07,-7.43e-08,-1.34e-08,-6.24e-08,-2.831
L_4_R_2_Th_6_Nb_2_Th6_Len_8_Loc_265_Ox_2,0.4,0.2,0.6,2.65,0.8,0.6,0.2,187.348,3.928,66.1,-0.003928,1.45e-07,-7.86e-08,-1.06e-08,-6.61e-08,-2.856
L_4_R_2_Th_6_Nb_2_Th2_Len_12_Loc_235_Ox_1,0.4,0.2,0.6,2.35,1.2,0.2,0.1,203.508,1.005,63.3,-0.001005,1.43e-07,-7.93e-08,-3.02e-08,-6.33e-08,-2.845
L_4_R_2_Th_6_Nb_2_Th6_Len_12_Loc_235_Ox_1,0.4,0.2,0.6,2.35,1.2,0.6,0.1,201.428,2.54,64.4,-0.00254,1.45e-07,-8.02e-08,-2.95e-08,-6.44e-08,-2.851
L_4_R_2_Th_6_Nb_2_Th2_Len_12_Loc_235_Ox_2,0.4,0.2,0.6,2.35,1.2,0.2,0.2,188.468,5.907,64.1,-0.005907,1.42e-07,-7.74e-08,-1.68e-08,-6.41e-08,-2.843
L_4_R_2_Th_6_Nb_2_Th4_Len_12_Loc_235_Ox_2,0.4,0.2,0.6,2.35,1.2,0.4,0.2,269.748,1.861,61.7,-0.001861,1.37e-07,-7.54e-08,-1.82e-08,-6.17e-08,-2.831
L_4_R_2_Th_6_Nb_2_Th6_Len_12_Loc_235_Ox_2,0.4,0.2,0.6,2.35,1.2,0.6,0.2,199.348,3.876,65.4,-0.003876,1.45e-07,-7.96e-08,-1.53e-08,-6.54e-08,-2.856
L_4_R_6_Th_2_Nb_2_Th2_Len_4_Loc_265_Ox_1,0.4,0.6,0.2,2.65,0.4,0.2,0.1,253.588,1.717,83.9,-0.001717,1.65e-07,-8.07e-08,-1.18e-08,-8.39e-08,-2.838
L_4_R_6_Th_2_Nb_2_Th4_Len_4_Loc_265_Ox_1,0.4,0.6,0.2,2.65,0.4,0.4,0.1,255.668,1.522,85.9,-0.001522,1.7e-07,-8.38e-08,-9.9e-09,-8.59e-08,-2.854
L_4_R_6_Th_2_Nb_2_Th6_Len_4_Loc_265_Ox_1,0.4,0.6,0.2,2.65,0.4,0.6,0.1,257.268,1.353,80.2,-0.001353,1.57e-07,-7.68e-08,-1.42e-08,-8.02e-08,-2.815
L_4_R_4_Th_2_Nb_2_Th2_Len_4_Loc_235_Ox_1,0.4,0.4,0.2,2.35,0.4,0.2,0.1,184.308,3.945,72.6,-0.003945,1.58e-07,-8.48e-08,-1.05e-08,-7.26e-08,-2.839
L_4_R_4_Th_2_Nb_2_Th4_Len_4_Loc_235_Ox_1,0.4,0.4,0.2,2.35,0.4,0.4,0.1,199.828,2.086,71.4,-0.002086,1.56e-07,-8.43e-08,-1.12e-08,-7.14e-08,-2.834
L_4_R_4_Th_2_Nb_2_Th6_Len_4_Loc_235_Ox_1,0.4,0.4,0.2,2.35,0.4,0.6,0.1,282.548,2.165,72.1,-0.002165,1.58e-07,-8.55e-08,-1.07e-08,-7.21e-08,-2.838
L_4_R_4_Th_2_Nb_2_Th2_Len_4_Loc_265_Ox_1,0.4,0.4,0.2,2.65,0.4,0.2,0.1,179.268,3.609,69.9,-0.003609,1.42e-07,-7.16e-08,-1.58e-08,-6.99e-08,-2.813
L_4_R_4_Th_2_Nb_2_Th4_Len_4_Loc_265_Ox_1,0.4,0.4,0.2,2.65,0.4,0.4,0.1,186.868,2.107,73.2,-0.002107,1.49e-07,-7.56e-08,-1.37e-08,-7.32e-08,-2.834
L_4_R_4_Th_2_Nb_2_Th6_Len_4_Loc_265_Ox_1,0.4,0.4,0.2,2.65,0.4,0.6,0.1,260.948,2.183,73.9,-0.002183,1.51e-07,-7.68e-08,-1.33e-08,-7.39e-08,-2.838
L_4_R_4_Th_2_Nb_2_Th2_Len_4_Loc_295_Ox_1,0.4,0.4,0.2,2.95,0.4,0.2,0.1,155.908,4.096,75.1,-0.004096,1.51e-07,-7.56e-08,-1.38e-08,-7.51e-08,-2.839
L_4_R_4_Th_2_Nb_2_Th4_Len_4_Loc_295_Ox_1,0.4,0.4,0.2,2.95,0.4,0.4,0.1,163.028,2.124,73.9,-0.002124,1.49e-07,-7.47e-08,-1.46e-08,-7.39e-08,-2.834
L_4_R_4_Th_2_Nb_2_Th6_Len_4_Loc_295_Ox_1,0.4,0.4,0.2,2.95,0.4,0.6,0.1,217.428,2.193,74.6,-0.002193,1.51e-07,-7.59e-08,-1.42e-08,-7.46e-08,-2.838
L_4_R_4_Th_2_Nb_2_Th2_Len_4_Loc_325_Ox_1,0.4,0.4,0.2,3.25,0.4,0.2,0.1,127.668,4.106,75.2,-0.004106,1.51e-07,-7.54e-08,-1.67e-08,-7.52e-08,-2.839
L_4_R_4_Th_2_Nb_2_Th4_Len_4_Loc_325_Ox_1,0.4,0.4,0.2,3.25,0.4,0.4,0.1,138.108,2.127,74.1,-0.002127,1.49e-07,-7.45e-08,-1.76e-08,-7.41e-08,-2.834
L_4_R_4_Th_2_Nb_2_Th4_Len_4_Loc_235_Ox_2,0.4,0.4,0.2,2.35,0.4,0.4,0.2,270.068,2.196,72.9,-0.002196,1.52e-07,-7.93e-08,-5.36e-09,-7.29e-08,-2.832
L_4_R_4_Th_2_Nb_2_Th6_Len_4_Loc_235_Ox_2,0.4,0.4,0.2,2.35,0.4,0.6,0.2,189.108,3.75,74.7,-0.00375,1.57e-07,-8.22e-08,-3.78e-09,-7.47e-08,-2.848
L_4_R_4_Th_2_Nb_2_Th2_Len_4_Loc_265_Ox_2,0.4,0.4,0.2,2.65,0.4,0.2,0.2,181.908,5.63,76.1,-0.00563,1.55e-07,-7.84e-08,-5.28e-09,-7.61e-08,-2.851
L_4_R_4_Th_2_Nb_2_Th4_Len_4_Loc_265_Ox_2,0.4,0.4,0.2,2.65,0.4,0.4,0.2,272.628,2.202,74.0,-0.002202,1.49e-07,-7.51e-08,-7.29e-09,-7.4e-08,-2.832
L_4_R_4_Th_2_Nb_2_Th6_Len_4_Loc_265_Ox_2,0.4,0.4,0.2,2.65,0.4,0.6,0.2,191.188,3.362,72.7,-0.003362,1.47e-07,-7.44e-08,-7.88e-09,-7.27e-08,-2.829
L_4_R_4_Th_2_Nb_2_Th2_Len_4_Loc_295_Ox_2,0.4,0.4,0.2,2.95,0.4,0.2,0.2,43.508,5.691,76.5,-0.005691,1.55e-07,-7.79e-08,-5.83e-09,-7.65e-08,-2.851
L_4_R_4_Th_2_Nb_2_Th4_Len_4_Loc_295_Ox_2,0.4,0.4,0.2,2.95,0.4,0.4,0.2,261.988,2.212,74.4,-0.002212,1.49e-07,-7.46e-08,-7.74e-09,-7.44e-08,-2.832
L_4_R_4_Th_2_Nb_2_Th6_Len_4_Loc_295_Ox_2,0.4,0.4,0.2,2.95,0.4,0.6,0.2,175.268,3.351,73.1,-0.003351,1.47e-07,-7.39e-08,-8.35e-09,-7.31e-08,-2.829
L_4_R_4_Th_2_Nb_2_Th2_Len_4_Loc_325_Ox_2,0.4,0.4,0.2,3.25,0.4,0.2,0.2,42.868,5.721,76.6,-0.005721,1.55e-07,-7.78e-08,-7.36e-09,-7.66e-08,-2.851
L_4_R_4_Th_2_Nb_2_Th4_Len_4_Loc_325_Ox_2,0.4,0.4,0.2,3.25,0.4,0.4,0.2,240.308,2.213,74.5,-0.002213,1.49e-07,-7.45e-08,-9.33e-09,-7.45e-08,-2.832
L_4_R_4_Th_2_Nb_2_Th6_Len_4_Loc_325_Ox_2,0.4,0.4,0.2,3.25,0.4,0.6,0.2,156.628,3.354,73.2,-0.003354,1.47e-07,-7.38e-08,-9.88e-09,-7.32e-08,-2.829
L_4_R_4_Th_2_Nb_2_Th2_Len_8_Loc_235_Ox_1,0.4,0.4,0.2,2.35,0.8,0.2,0.1,172.468,3.937,72.6,-0.003937,1.58e-07,-8.48e-08,-1.89e-08,-7.26e-08,-2.839
L_4_R_4_Th_2_Nb_2_Th4_Len_8_Loc_235_Ox_1,0.4,0.4,0.2,2.35,0.8,0.4,0.1,181.108,2.085,71.4,-0.002085,1.56e-07,-8.43e-08,-1.96e-08,-7.14e-08,-2.834
L_4_R_4_Th_2_Nb_2_Th6_Len_8_Loc_235_Ox_1,0.4,0.4,0.2,2.35,0.8,0.6,0.1,247.828,2.166,72.1,-0.002166,1.58e-07,-8.55e-08,-1.91e-08,-7.21e-08,-2.838
L_4_R_4_Th_2_Nb_2_Th2_Len_8_Loc_265_Ox_1,0.4,0.4,0.2,2.65,0.8,0.2,0.1,149.028,4.054,74.4,-0.004054,1.51e-07,-7.65e-08,-2.18e-08,-7.44e-08,-2.839
L_4_R_4_Th_2_Nb_2_Th4_Len_8_Loc_265_Ox_1,0.4,0.4,0.2,2.65,0.8,0.4,0.1,157.108,2.106,73.2,-0.002106,1.49e-07,-7.56e-08,-2.25e-08,-7.32e-08,-2.834
L_4_R_4_Th_2_Nb_2_Th6_Len_8_Loc_265_Ox_1,0.4,0.4,0.2,2.65,0.8,0.6,0.1,208.788,2.18,73.8,-0.00218,1.51e-07,-7.68e-08,-2.2e-08,-7.38e-08,-2.838
L_4_R_4_Th_2_Nb_2_Th2_Len_8_Loc_235_Ox_2,0.4,0.4,0.2,2.35,0.8,0.2,0.2,181.108,5.656,75.1,-0.005656,1.58e-07,-8.27e-08,-8.51e-09,-7.51e-08,-2.851
L_4_R_4_Th_2_Nb_2_Th4_Len_8_Loc_235_Ox_2,0.4,0.4,0.2,2.35,0.8,0.4,0.2,276.628,2.195,72.9,-0.002195,1.52e-07,-7.93e-08,-1.05e-08,-7.29e-08,-2.832
L_4_R_4_Th_2_Nb_2_Th6_Len_8_Loc_235_Ox_2,0.4,0.4,0.2,2.35,0.8,0.6,0.2,273.588,2.233,74.3,-0.002233,1.56e-07,-8.11e-08,-9.48e-09,-7.43e-08,-2.843
L_4_R_4_Th_2_Nb_2_Th2_Len_8_Loc_265_Ox_2,0.4,0.4,0.2,2.65,0.8,0.2,0.2,171.028,5.629,76.1,-0.005629,1.55e-07,-7.84e-08,-1.05e-08,-7.61e-08,-2.851
L_4_R_4_Th_2_Nb_2_Th4_Len_8_Loc_265_Ox_2,0.4,0.4,0.2,2.65,0.8,0.4,0.2,258.868,2.186,74.0,-0.002186,1.49e-07,-7.51e-08,-1.26e-08,-7.4e-08,-2.832
L_4_R_4_Th_2_Nb_2_Th6_Len_8_Loc_265_Ox_2,0.4,0.4,0.2,2.65,0.8,0.6,0.2,184.948,3.361,72.7,-0.003361,1.47e-07,-7.44e-08,-1.31e-08,-7.27e-08,-2.829
L_4_R_4_Th_2_Nb_2_Th2_Len_12_Loc_235_Ox_1,0.4,0.4,0.2,2.35,1.2,0.2,0.1,140.468,3.942,72.6,-0.003942,1.58e-07,-8.48e-08,-2.87e-08,-7.26e-08,-2.839
L_4_R_4_Th_2_Nb_2_Th4_Len_12_Loc_235_Ox_1,0.4,0.4,0.2,2.35,1.2,0.4,0.1,148.628,2.083,71.4,-0.002083,1.56e-07,-8.43e-08,-2.96e-08,-7.14e-08,-2.834
L_4_R_4_Th_2_Nb_2_Th6_Len_12_Loc_235_Ox_1,0.4,0.4,0.2,2.35,1.2,0.6,0.1,194.068,2.165,72.1,-0.002165,1.58e-07,-8.55e-08,-2.9e-08,-7.21e-08,-2.838
L_4_R_4_Th_2_Nb_2_Th2_Len_12_Loc_235_Ox_2,0.4,0.4,0.2,2.35,1.2,0.2,0.2,176.628,4.899,75.1,-0.004899,1.58e-07,-8.27e-08,-1.42e-08,-7.51e-08,-2.851
L_4_R_4_Th_2_Nb_2_Th4_Len_12_Loc_235_Ox_2,0.4,0.4,0.2,2.35,1.2,0.4,0.2,253.748,2.195,72.9,-0.002195,1.52e-07,-7.93e-08,-1.62e-08,-7.29e-08,-2.832
L_4_R_4_Th_2_Nb_2_Th6_Len_12_Loc_235_Ox_2,0.4,0.4,0.2,2.35,1.2,0.6,0.2,249.588,2.233,74.3,-0.002233,1.56e-07,-8.11e-08,-1.51e-08,-7.43e-08,-2.843
L_4_R_4_Th_4_Nb_2_Th2_Len_4_Loc_235_Ox_1,0.4,0.4,0.4,2.35,0.4,0.2,0.1,277.748,1.867,66.9,-0.001867,1.5e-07,-8.31e-08,-1.38e-08,-6.69e-08,-2.807
L_4_R_4_Th_4_Nb_2_Th4_Len_4_Loc_235_Ox_1,0.4,0.4,0.4,2.35,0.4,0.4,0.1,278.068,2.189,72.1,-0.002189,1.64e-07,-9.21e-08,-1.07e-08,-7.21e-08,-2.838
