Name,L_gp,R_gp,Thick_gp,SFP_Loc,SFP_Len,Thick_sfp,Oxide_Thick,BV,Leakage_2,Cgd_2,Leakage,Cgg,Cgs,Cds,Cgd,Vti
L_4_R_4_Th_4_Nb_2_Th6_Len_4_Loc_235_Ox_1,0.4,0.4,0.4,2.35,0.4,0.6,0.1,274.628,2.289,74.4,-0.002289,1.7e-07,-9.51e-08,-8.76e-09,-7.44e-08,-2.854
L_4_R_4_Th_4_Nb_2_Th2_Len_4_Loc_265_Ox_1,0.4,0.4,0.4,2.65,0.4,0.2,0.1,189.108,2.079,73.4,-0.002079,1.49e-07,-7.58e-08,-1.37e-08,-7.34e-08,-2.834
L_4_R_4_Th_4_Nb_2_Th4_Len_4_Loc_265_Ox_1,0.4,0.4,0.4,2.65,0.4,0.4,0.1,259.828,2.008,69.4,-0.002008,1.41e-07,-7.18e-08,-1.6e-08,-6.94e-08,-2.81
L_4_R_4_Th_4_Nb_2_Th6_Len_4_Loc_265_Ox_1,0.4,0.4,0.4,2.65,0.4,0.6,0.1,258.228,2.095,71.6,-0.002095,1.46e-07,-7.42e-08,-1.48e-08,-7.16e-08,-2.824
L_4_R_4_Th_4_Nb_2_Th2_Len_4_Loc_295_Ox_1,0.4,0.4,0.4,2.95,0.4,0.2,0.1,215.268,1.898,69.6,-0.001898,1.4e-07,-6.99e-08,-1.72e-08,-6.96e-08,-2.807
L_4_R_4_Th_4_Nb_2_Th4_Len_4_Loc_295_Ox_1,0.4,0.4,0.4,2.95,0.4,0.4,0.1,218.148,2.035,70.2,-0.002035,1.41e-07,-7.08e-08,-1.69e-08,-7.02e-08,-2.81
L_4_R_4_Th_4_Nb_2_Th6_Len_4_Loc_295_Ox_1,0.4,0.4,0.4,2.95,0.4,0.6,0.1,211.348,2.322,76.9,-0.002322,1.56e-07,-7.87e-08,-1.22e-08,-7.69e-08,-2.854
L_4_R_4_Th_4_Nb_2_Th2_Len_4_Loc_325_Ox_1,0.4,0.4,0.4,3.25,0.4,0.2,0.1,140.748,2.096,74.3,-0.002096,1.49e-07,-7.47e-08,-1.73e-08,-7.43e-08,-2.834
L_4_R_4_Th_4_Nb_2_Th2_Len_4_Loc_235_Ox_2,0.4,0.4,0.4,2.35,0.4,0.2,0.2,271.188,2.228,73.1,-0.002228,1.56e-07,-8.28e-08,-5.24e-09,-7.31e-08,-2.833
L_4_R_4_Th_4_Nb_2_Th4_Len_4_Loc_235_Ox_2,0.4,0.4,0.4,2.35,0.4,0.4,0.2,191.668,3.603,71.8,-0.003603,1.54e-07,-8.22e-08,-5.78e-09,-7.18e-08,-2.829
L_4_R_4_Th_4_Nb_2_Th6_Len_4_Loc_235_Ox_2,0.4,0.4,0.4,2.35,0.4,0.6,0.2,199.908,2.371,72.1,-0.002371,1.55e-07,-8.24e-08,-5.63e-09,-7.21e-08,-2.83
L_4_R_4_Th_4_Nb_2_Th2_Len_4_Loc_265_Ox_2,0.4,0.4,0.4,2.65,0.4,0.2,0.2,271.188,2.217,74.1,-0.002217,1.5e-07,-7.53e-08,-7.24e-09,-7.41e-08,-2.833
L_4_R_4_Th_4_Nb_2_Th4_Len_4_Loc_265_Ox_2,0.4,0.4,0.4,2.65,0.4,0.4,0.2,191.348,3.587,72.9,-0.003587,1.48e-07,-7.47e-08,-7.84e-09,-7.29e-08,-2.829
L_4_R_4_Th_4_Nb_2_Th6_Len_4_Loc_265_Ox_2,0.4,0.4,0.4,2.65,0.4,0.6,0.2,271.668,2.191,73.4,-0.002191,1.49e-07,-7.52e-08,-7.52e-09,-7.34e-08,-2.832
L_4_R_4_Th_4_Nb_2_Th2_Len_4_Loc_295_Ox_2,0.4,0.4,0.4,2.95,0.4,0.2,0.2,260.388,2.241,74.6,-0.002241,1.49e-07,-7.48e-08,-7.71e-09,-7.46e-08,-2.833
L_4_R_4_Th_4_Nb_2_Th4_Len_4_Loc_295_Ox_2,0.4,0.4,0.4,2.95,0.4,0.4,0.2,173.588,3.619,73.3,-0.003619,1.48e-07,-7.42e-08,-8.33e-09,-7.33e-08,-2.829
L_4_R_4_Th_4_Nb_2_Th6_Len_4_Loc_295_Ox_2,0.4,0.4,0.4,2.95,0.4,0.6,0.2,259.908,2.204,73.9,-0.002204,1.49e-07,-7.47e-08,-8.04e-09,-7.39e-08,-2.832
L_4_R_4_Th_4_Nb_2_Th2_Len_4_Loc_325_Ox_2,0.4,0.4,0.4,3.25,0.4,0.2,0.2,241.268,2.243,74.7,-0.002243,1.49e-07,-7.47e-08,-9.3e-09,-7.47e-08,-2.833
L_4_R_4_Th_4_Nb_2_Th4_Len_4_Loc_325_Ox_2,0.4,0.4,0.4,3.25,0.4,0.4,0.2,155.028,3.63,73.4,-0.00363,1.48e-07,-7.41e-08,-9.86e-09,-7.34e-08,-2.829
L_4_R_4_Th_4_Nb_2_Th6_Len_4_Loc_325_Ox_2,0.4,0.4,0.4,3.25,0.4,0.6,0.2,241.268,2.201,73.9,-0.002201,1.49e-07,-7.46e-08,-9.54e-09,-7.39e-08,-2.832
L_4_R_4_Th_4_Nb_2_Th2_Len_8_Loc_235_Ox_1,0.4,0.4,0.4,2.35,0.8,0.2,0.1,241.908,1.866,66.9,-0.001866,1.5e-07,-8.31e-08,-2.23e-08,-6.69e-08,-2.807
L_4_R_4_Th_4_Nb_2_Th4_Len_8_Loc_235_Ox_1,0.4,0.4,0.4,2.35,0.8,0.4,0.1,243.348,2.19,72.1,-0.00219,1.64e-07,-9.21e-08,-1.9e-08,-7.21e-08,-2.838
L_4_R_4_Th_4_Nb_2_Th6_Len_8_Loc_235_Ox_1,0.4,0.4,0.4,2.35,0.8,0.6,0.1,242.388,2.289,74.4,-0.002289,1.7e-07,-9.51e-08,-1.71e-08,-7.44e-08,-2.854
L_4_R_4_Th_4_Nb_2_Th2_Len_8_Loc_265_Ox_1,0.4,0.4,0.4,2.65,0.8,0.2,0.1,157.908,2.078,73.4,-0.002078,1.49e-07,-7.58e-08,-2.24e-08,-7.34e-08,-2.834
L_4_R_4_Th_4_Nb_2_Th4_Len_8_Loc_265_Ox_1,0.4,0.4,0.4,2.65,0.8,0.4,0.1,205.588,2.202,74.0,-0.002202,1.51e-07,-7.69e-08,-2.2e-08,-7.4e-08,-2.838
L_4_R_4_Th_4_Nb_2_Th6_Len_8_Loc_265_Ox_1,0.4,0.4,0.4,2.65,0.8,0.6,0.1,207.988,2.093,71.6,-0.002093,1.46e-07,-7.42e-08,-2.36e-08,-7.16e-08,-2.824
L_4_R_4_Th_4_Nb_2_Th2_Len_8_Loc_235_Ox_2,0.4,0.4,0.4,2.35,0.8,0.2,0.2,275.188,2.226,73.1,-0.002226,1.56e-07,-8.29e-08,-1.04e-08,-7.31e-08,-2.833
L_4_R_4_Th_4_Nb_2_Th4_Len_8_Loc_235_Ox_2,0.4,0.4,0.4,2.35,0.8,0.4,0.2,190.388,3.601,71.8,-0.003601,1.54e-07,-8.22e-08,-1.1e-08,-7.18e-08,-2.829
L_4_R_4_Th_4_Nb_2_Th6_Len_8_Loc_235_Ox_2,0.4,0.4,0.4,2.35,0.8,0.6,0.2,201.188,2.368,72.1,-0.002368,1.55e-07,-8.24e-08,-1.09e-08,-7.21e-08,-2.83
L_4_R_4_Th_4_Nb_2_Th2_Len_8_Loc_265_Ox_2,0.4,0.4,0.4,2.65,0.8,0.2,0.2,259.348,2.232,74.1,-0.002232,1.5e-07,-7.53e-08,-1.25e-08,-7.41e-08,-2.833
L_4_R_4_Th_4_Nb_2_Th4_Len_8_Loc_265_Ox_2,0.4,0.4,0.4,2.65,0.8,0.4,0.2,183.828,3.612,72.9,-0.003612,1.48e-07,-7.47e-08,-1.31e-08,-7.29e-08,-2.829
L_4_R_4_Th_4_Nb_2_Th6_Len_8_Loc_265_Ox_2,0.4,0.4,0.4,2.65,0.8,0.6,0.2,257.588,2.19,73.4,-0.00219,1.49e-07,-7.52e-08,-1.28e-08,-7.34e-08,-2.832
L_4_R_4_Th_4_Nb_2_Th2_Len_12_Loc_235_Ox_1,0.4,0.4,0.4,2.35,1.2,0.2,0.1,188.788,1.866,66.9,-0.001866,1.5e-07,-8.31e-08,-3.22e-08,-6.69e-08,-2.807
L_4_R_4_Th_4_Nb_2_Th4_Len_12_Loc_235_Ox_1,0.4,0.4,0.4,2.35,1.2,0.4,0.1,193.748,2.174,72.1,-0.002174,1.64e-07,-9.21e-08,-2.9e-08,-7.21e-08,-2.838
L_4_R_4_Th_4_Nb_2_Th6_Len_12_Loc_235_Ox_1,0.4,0.4,0.4,2.35,1.2,0.6,0.1,189.108,2.288,74.4,-0.002288,1.7e-07,-9.51e-08,-2.69e-08,-7.44e-08,-2.854
L_4_R_4_Th_4_Nb_2_Th2_Len_12_Loc_235_Ox_2,0.4,0.4,0.4,2.35,1.2,0.2,0.2,254.868,2.227,73.1,-0.002227,1.56e-07,-8.29e-08,-1.61e-08,-7.31e-08,-2.833
L_4_R_4_Th_4_Nb_2_Th4_Len_12_Loc_235_Ox_2,0.4,0.4,0.4,2.35,1.2,0.4,0.2,187.668,3.601,71.8,-0.003601,1.54e-07,-8.22e-08,-1.67e-08,-7.18e-08,-2.829
L_4_R_4_Th_4_Nb_2_Th6_Len_12_Loc_235_Ox_2,0.4,0.4,0.4,2.35,1.2,0.6,0.2,198.628,2.368,72.1,-0.002368,1.55e-07,-8.24e-08,-1.65e-08,-7.21e-08,-2.83
L_4_R_4_Th_6_Nb_2_Th2_Len_4_Loc_235_Ox_1,0.4,0.4,0.6,2.35,0.4,0.2,0.1,200.628,2.09,72.1,-0.00209,1.62e-07,-8.96e-08,-1.06e-08,-7.21e-08,-2.838
L_4_R_4_Th_6_Nb_2_Th4_Len_4_Loc_235_Ox_1,0.4,0.4,0.6,2.35,0.4,0.4,0.1,204.948,2.335,74.4,-0.002335,1.73e-07,-9.87e-08,-8.71e-09,-7.44e-08,-2.854
L_4_R_4_Th_6_Nb_2_Th6_Len_4_Loc_235_Ox_1,0.4,0.4,0.6,2.35,0.4,0.6,0.1,273.908,2.248,73.1,-0.002248,1.73e-07,-1e-07,-9.88e-09,-7.31e-08,-2.844
L_4_R_4_Th_6_Nb_2_Th2_Len_4_Loc_265_Ox_1,0.4,0.4,0.6,2.65,0.4,0.2,0.1,189.428,2.11,74.0,-0.00211,1.51e-07,-7.7e-08,-1.32e-08,-7.4e-08,-2.838
L_4_R_4_Th_6_Nb_2_Th4_Len_4_Loc_265_Ox_1,0.4,0.4,0.6,2.65,0.4,0.4,0.1,252.628,2.355,76.2,-0.002355,1.56e-07,-7.97e-08,-1.13e-08,-7.62e-08,-2.854
L_4_R_4_Th_6_Nb_2_Th6_Len_4_Loc_265_Ox_1,0.4,0.4,0.6,2.65,0.4,0.6,0.1,253.268,2.246,74.9,-0.002246,1.53e-07,-7.81e-08,-1.25e-08,-7.49e-08,-2.844
L_4_R_4_Th_6_Nb_2_Th2_Len_4_Loc_295_Ox_1,0.4,0.4,0.6,2.95,0.4,0.2,0.1,163.188,2.121,74.8,-0.002121,1.51e-07,-7.6e-08,-1.41e-08,-7.48e-08,-2.838
L_4_R_4_Th_6_Nb_2_Th4_Len_4_Loc_295_Ox_1,0.4,0.4,0.6,2.95,0.4,0.4,0.1,210.868,2.368,77.0,-0.002368,1.56e-07,-7.87e-08,-1.22e-08,-7.7e-08,-2.854
L_4_R_4_Th_6_Nb_2_Th6_Len_4_Loc_295_Ox_1,0.4,0.4,0.6,2.95,0.4,0.6,0.1,213.268,2.278,75.6,-0.002278,1.53e-07,-7.71e-08,-1.34e-08,-7.56e-08,-2.844
L_4_R_4_Th_6_Nb_2_Th2_Len_4_Loc_325_Ox_1,0.4,0.4,0.6,3.25,0.4,0.2,0.1,138.228,2.201,74.9,-0.002201,1.51e-07,-7.59e-08,-1.68e-08,-7.49e-08,-2.838
L_4_R_6_Th_2_Nb_2_Th2_Len_4_Loc_295_Ox_1,0.4,0.6,0.2,2.95,0.4,0.2,0.1,223.028,1.726,85.5,-0.001726,1.62e-07,-7.64e-08,-1.36e-08,-8.55e-08,-2.838
L_4_R_6_Th_2_Nb_2_Th6_Len_4_Loc_295_Ox_1,0.4,0.6,0.2,2.95,0.4,0.6,0.1,220.548,1.69,86.2,-0.00169,1.64e-07,-7.75e-08,-1.29e-08,-8.62e-08,-2.844
L_4_R_4_Th_6_Nb_2_Th2_Len_4_Loc_235_Ox_2,0.4,0.4,0.6,2.35,0.4,0.2,0.2,189.508,3.862,71.9,-0.003862,1.58e-07,-8.55e-08,-5.74e-09,-7.19e-08,-2.829
L_4_R_4_Th_6_Nb_2_Th4_Len_4_Loc_235_Ox_2,0.4,0.4,0.6,2.35,0.4,0.4,0.2,192.548,3.705,72.4,-0.003705,1.59e-07,-8.61e-08,-5.43e-09,-7.24e-08,-2.832
L_4_R_4_Th_6_Nb_2_Th6_Len_4_Loc_235_Ox_2,0.4,0.4,0.6,2.35,0.4,0.6,0.2,199.828,2.7,75.7,-0.0027,1.66e-07,-9.01e-08,-2.74e-09,-7.57e-08,-2.856
L_4_R_4_Th_6_Nb_2_Th2_Len_4_Loc_265_Ox_2,0.4,0.4,0.6,2.65,0.4,0.2,0.2,186.948,3.881,72.9,-0.003881,1.48e-07,-7.47e-08,-7.81e-09,-7.29e-08,-2.829
L_4_R_4_Th_6_Nb_2_Th4_Len_4_Loc_265_Ox_2,0.4,0.4,0.6,2.65,0.4,0.4,0.2,191.028,3.716,73.4,-0.003716,1.49e-07,-7.53e-08,-7.48e-09,-7.34e-08,-2.832
L_4_R_4_Th_6_Nb_2_Th6_Len_4_Loc_265_Ox_2,0.4,0.4,0.6,2.65,0.4,0.6,0.2,271.348,2.214,75.5,-0.002214,1.53e-07,-7.71e-08,-6.19e-09,-7.55e-08,-2.843
L_4_R_4_Th_6_Nb_2_Th2_Len_4_Loc_295_Ox_2,0.4,0.4,0.6,2.95,0.4,0.2,0.2,170.868,3.9,73.4,-0.0039,1.48e-07,-7.41e-08,-8.31e-09,-7.34e-08,-2.829
L_4_R_4_Th_6_Nb_2_Th4_Len_4_Loc_295_Ox_2,0.4,0.4,0.6,2.95,0.4,0.4,0.2,173.668,3.743,73.9,-0.003743,1.49e-07,-7.48e-08,-7.98e-09,-7.39e-08,-2.832
L_4_R_4_Th_6_Nb_2_Th6_Len_4_Loc_295_Ox_2,0.4,0.4,0.6,2.95,0.4,0.6,0.2,257.988,2.223,75.9,-0.002223,1.53e-07,-7.66e-08,-6.71e-09,-7.59e-08,-2.843
L_4_R_4_Th_6_Nb_2_Th2_Len_4_Loc_325_Ox_2,0.4,0.4,0.6,3.25,0.4,0.2,0.2,150.468,3.977,73.5,-0.003977,1.48e-07,-7.41e-08,-9.83e-09,-7.35e-08,-2.829
L_4_R_4_Th_6_Nb_2_Th4_Len_4_Loc_325_Ox_2,0.4,0.4,0.6,3.25,0.4,0.4,0.2,153.908,3.747,74.0,-0.003747,1.49e-07,-7.47e-08,-9.5e-09,-7.4e-08,-2.832
L_4_R_4_Th_6_Nb_2_Th6_Len_4_Loc_325_Ox_2,0.4,0.4,0.6,3.25,0.4,0.6,0.2,238.708,2.224,76.0,-0.002224,1.53e-07,-7.65e-08,-8.23e-09,-7.6e-08,-2.843
L_4_R_4_Th_6_Nb_2_Th2_Len_8_Loc_235_Ox_1,0.4,0.4,0.6,2.35,0.8,0.2,0.1,181.428,2.093,72.1,-0.002093,1.62e-07,-8.96e-08,-1.9e-08,-7.21e-08,-2.838
L_4_R_4_Th_6_Nb_2_Th4_Len_8_Loc_235_Ox_1,0.4,0.4,0.6,2.35,0.8,0.4,0.1,242.388,2.334,74.4,-0.002334,1.73e-07,-9.87e-08,-1.7e-08,-7.44e-08,-2.854
L_4_R_4_Th_6_Nb_2_Th6_Len_8_Loc_235_Ox_1,0.4,0.4,0.6,2.35,0.8,0.6,0.1,240.468,2.245,73.1,-0.002245,1.73e-07,-1e-07,-1.82e-08,-7.31e-08,-2.844
L_4_R_4_Th_6_Nb_2_Th2_Len_8_Loc_265_Ox_1,0.4,0.4,0.6,2.65,0.8,0.2,0.1,156.148,2.184,74.0,-0.002184,1.51e-07,-7.7e-08,-2.19e-08,-7.4e-08,-2.838
L_4_R_4_Th_6_Nb_2_Th4_Len_8_Loc_265_Ox_1,0.4,0.4,0.6,2.65,0.8,0.4,0.1,158.228,2.356,76.2,-0.002356,1.56e-07,-7.97e-08,-2e-08,-7.62e-08,-2.854
L_4_R_4_Th_6_Nb_2_Th6_Len_8_Loc_265_Ox_1,0.4,0.4,0.6,2.65,0.8,0.6,0.1,205.428,2.263,74.9,-0.002263,1.53e-07,-7.81e-08,-2.12e-08,-7.49e-08,-2.844
L_4_R_4_Th_6_Nb_2_Th2_Len_8_Loc_235_Ox_2,0.4,0.4,0.6,2.35,0.8,0.2,0.2,188.868,3.867,71.9,-0.003867,1.58e-07,-8.56e-08,-1.1e-08,-7.19e-08,-2.829
L_4_R_4_Th_6_Nb_2_Th4_Len_8_Loc_235_Ox_2,0.4,0.4,0.6,2.35,0.8,0.4,0.2,190.068,3.703,72.4,-0.003703,1.59e-07,-8.62e-08,-1.06e-08,-7.24e-08,-2.832
L_4_R_4_Th_6_Nb_2_Th6_Len_8_Loc_235_Ox_2,0.4,0.4,0.6,2.35,0.8,0.6,0.2,201.428,2.698,75.7,-0.002698,1.66e-07,-9.02e-08,-7.86e-09,-7.57e-08,-2.856
L_4_R_4_Th_6_Nb_2_Th2_Len_8_Loc_265_Ox_2,0.4,0.4,0.6,2.65,0.8,0.2,0.2,179.908,3.963,72.9,-0.003963,1.48e-07,-7.47e-08,-1.31e-08,-7.29e-08,-2.829
L_4_R_4_Th_6_Nb_2_Th4_Len_8_Loc_265_Ox_2,0.4,0.4,0.6,2.65,0.8,0.4,0.2,183.988,3.715,73.4,-0.003715,1.49e-07,-7.53e-08,-1.27e-08,-7.34e-08,-2.832
L_4_R_4_Th_6_Nb_2_Th6_Len_8_Loc_265_Ox_2,0.4,0.4,0.6,2.65,0.8,0.6,0.2,253.908,2.213,75.5,-0.002213,1.53e-07,-7.71e-08,-1.14e-08,-7.55e-08,-2.843
L_4_R_4_Th_6_Nb_2_Th2_Len_12_Loc_235_Ox_1,0.4,0.4,0.6,2.35,1.2,0.2,0.1,148.308,2.169,72.1,-0.002169,1.62e-07,-8.96e-08,-2.88e-08,-7.21e-08,-2.838
L_4_R_4_Th_6_Nb_2_Th4_Len_12_Loc_235_Ox_1,0.4,0.4,0.6,2.35,1.2,0.4,0.1,189.108,2.333,74.4,-0.002333,1.73e-07,-9.87e-08,-2.69e-08,-7.44e-08,-2.854
L_4_R_4_Th_6_Nb_2_Th6_Len_12_Loc_235_Ox_1,0.4,0.4,0.6,2.35,1.2,0.6,0.1,191.348,2.024,68.5,-0.002024,1.64e-07,-9.5e-08,-3.15e-08,-6.85e-08,-2.815
L_4_R_4_Th_6_Nb_2_Th2_Len_12_Loc_235_Ox_2,0.4,0.4,0.6,2.35,1.2,0.2,0.2,185.028,3.867,71.9,-0.003867,1.58e-07,-8.56e-08,-1.66e-08,-7.19e-08,-2.829
L_4_R_4_Th_6_Nb_2_Th4_Len_12_Loc_235_Ox_2,0.4,0.4,0.6,2.35,1.2,0.4,0.2,185.908,3.702,72.4,-0.003702,1.59e-07,-8.62e-08,-1.63e-08,-7.24e-08,-2.832
L_4_R_4_Th_6_Nb_2_Th6_Len_12_Loc_235_Ox_2,0.4,0.4,0.6,2.35,1.2,0.6,0.2,199.188,2.697,75.7,-0.002697,1.66e-07,-9.02e-08,-1.34e-08,-7.57e-08,-2.856
L_4_R_8_Th_2_Nb_2_Th2_Len_4_Loc_295_Ox_1,0.4,0.8,0.2,2.95,0.4,0.2,0.1,159.028,2.319,95.9,-0.002319,1.74e-07,-7.81e-08,-1.24e-08,-9.59e-08,-2.839
L_4_R_8_Th_2_Nb_2_Th4_Len_4_Loc_295_Ox_1,0.4,0.8,0.2,2.95,0.4,0.4,0.1,209.668,1.577,90.4,-0.001577,1.63e-07,-7.21e-08,-1.59e-08,-9.04e-08,-2.806
L_4_R_8_Th_2_Nb_2_Th6_Len_4_Loc_295_Ox_1,0.4,0.8,0.2,2.95,0.4,0.6,0.1,205.108,1.809,95.5,-0.001809,1.74e-07,-7.83e-08,-1.26e-08,-9.55e-08,-2.838
L_4_R_8_Th_2_Nb_2_Th2_Len_4_Loc_325_Ox_1,0.4,0.8,0.2,3.25,0.4,0.2,0.1,135.908,2.537,92.7,-0.002537,1.64e-07,-7.11e-08,-1.9e-08,-9.27e-08,-2.813
L_4_R_8_Th_2_Nb_2_Th4_Len_4_Loc_325_Ox_1,0.4,0.8,0.2,3.25,0.4,0.4,0.1,160.392,1.608,91.5,-0.001608,1.62e-07,-7e-08,-1.98e-08,-9.15e-08,-2.806
L_4_R_8_Th_2_Nb_2_Th6_Len_4_Loc_325_Ox_1,0.4,0.8,0.2,3.25,0.4,0.6,0.1,161.748,1.818,96.7,-0.001818,1.73e-07,-7.63e-08,-1.66e-08,-9.67e-08,-2.838
L_4_R_8_Th_2_Nb_2_Th2_Len_4_Loc_295_Ox_2,0.4,0.8,0.2,2.95,0.4,0.2,0.2,164.308,2.849,97.7,-0.002849,1.77e-07,-7.94e-08,-4.65e-09,-9.77e-08,-2.851
L_4_R_8_Th_2_Nb_2_Th4_Len_4_Loc_295_Ox_2,0.4,0.8,0.2,2.95,0.4,0.4,0.2,268.628,0.9505,95.6,-0.0009505,1.72e-07,-7.59e-08,-6.72e-09,-9.56e-08,-2.832
L_4_R_8_Th_2_Nb_2_Th6_Len_4_Loc_295_Ox_2,0.4,0.8,0.2,2.95,0.4,0.6,0.2,174.308,1.764,94.4,-0.001764,1.7e-07,-7.52e-08,-7.4e-09,-9.44e-08,-2.829
L_4_R_8_Th_2_Nb_2_Th2_Len_4_Loc_325_Ox_2,0.4,0.8,0.2,3.25,0.4,0.2,0.2,146.868,2.846,98.3,-0.002846,1.77e-07,-7.85e-08,-6.84e-09,-9.83e-08,-2.851
L_4_R_8_Th_2_Nb_2_Th4_Len_4_Loc_325_Ox_2,0.4,0.8,0.2,3.25,0.4,0.4,0.2,251.028,0.974,96.3,-0.000974,1.71e-07,-7.49e-08,-8.94e-09,-9.63e-08,-2.832
L_4_R_8_Th_2_Nb_2_Th6_Len_4_Loc_325_Ox_2,0.4,0.8,0.2,3.25,0.4,0.6,0.2,167.428,1.752,95.1,-0.001752,1.69e-07,-7.42e-08,-9.55e-09,-9.51e-08,-2.829
L_4_R_8_Th_4_Nb_2_Th2_Len_4_Loc_295_Ox_1,0.4,0.8,0.4,2.95,0.4,0.2,0.1,165.028,1.616,90.4,-0.001616,1.63e-07,-7.27e-08,-1.58e-08,-9.04e-08,-2.806
