Name,L_gp,R_gp,Thick_gp,SFP_Loc,SFP_Len,Thick_sfp,Oxide_Thick,BV,Leakage_2,Cgd_2,Leakage,Cgg,Cgs,Cds,Cgd,Vti
L_4_R_8_Th_4_Nb_2_Th4_Len_4_Loc_295_Ox_1,0.4,0.8,0.4,2.95,0.4,0.4,0.1,167.988,1.874,95.6,-0.001874,1.75e-07,-7.91e-08,-1.26e-08,-9.56e-08,-2.838
L_4_R_8_Th_4_Nb_2_Th6_Len_4_Loc_295_Ox_1,0.4,0.8,0.4,2.95,0.4,0.6,0.1,223.028,0.9712,97.4,-0.0009712,1.79e-07,-8.19e-08,-1.06e-08,-9.74e-08,-2.854
L_4_R_8_Th_4_Nb_2_Th2_Len_4_Loc_325_Ox_1,0.4,0.8,0.4,3.25,0.4,0.2,0.1,139.108,1.62,91.7,-0.00162,1.62e-07,-7.02e-08,-1.96e-08,-9.17e-08,-2.806
L_4_R_8_Th_4_Nb_2_Th4_Len_4_Loc_325_Ox_1,0.4,0.8,0.4,3.25,0.4,0.4,0.1,160.148,1.698,92.4,-0.001698,1.64e-07,-7.12e-08,-1.95e-08,-9.24e-08,-2.81
L_4_R_8_Th_4_Nb_2_Th2_Len_4_Loc_295_Ox_2,0.4,0.8,0.4,2.95,0.4,0.2,0.2,268.308,0.9754,95.7,-0.0009754,1.72e-07,-7.62e-08,-6.65e-09,-9.57e-08,-2.832
L_4_R_8_Th_4_Nb_2_Th4_Len_4_Loc_295_Ox_2,0.4,0.8,0.4,2.95,0.4,0.4,0.2,171.748,1.769,94.5,-0.001769,1.7e-07,-7.55e-08,-7.34e-09,-9.45e-08,-2.829
L_4_R_8_Th_4_Nb_2_Th6_Len_4_Loc_295_Ox_2,0.4,0.8,0.4,2.95,0.4,0.6,0.2,239.828,1.572,90.5,-0.001572,1.61e-07,-7.07e-08,-9.67e-09,-9.05e-08,-2.803
L_4_R_8_Th_4_Nb_2_Th2_Len_4_Loc_325_Ox_2,0.4,0.8,0.4,3.25,0.4,0.2,0.2,252.148,0.9744,96.4,-0.0009744,1.72e-07,-7.52e-08,-8.91e-09,-9.64e-08,-2.832
L_4_R_8_Th_4_Nb_2_Th4_Len_4_Loc_325_Ox_2,0.4,0.8,0.4,3.25,0.4,0.4,0.2,167.188,1.774,95.2,-0.001774,1.7e-07,-7.45e-08,-9.53e-09,-9.52e-08,-2.829
L_4_R_8_Th_4_Nb_2_Th6_Len_4_Loc_325_Ox_2,0.4,0.8,0.4,3.25,0.4,0.6,0.2,229.268,1.582,91.2,-0.001582,1.61e-07,-6.97e-08,-1.19e-08,-9.12e-08,-2.803
L_4_R_8_Th_6_Nb_2_Th2_Len_4_Loc_295_Ox_1,0.4,0.8,0.6,2.95,0.4,0.2,0.1,207.988,1.426,95.6,-0.001426,1.75e-07,-7.91e-08,-1.26e-08,-9.56e-08,-2.838
L_4_R_8_Th_6_Nb_2_Th4_Len_4_Loc_295_Ox_1,0.4,0.8,0.6,2.95,0.4,0.4,0.1,223.668,0.99,97.5,-0.00099,1.8e-07,-8.2e-08,-1.06e-08,-9.75e-08,-2.854
L_4_R_8_Th_6_Nb_2_Th6_Len_4_Loc_295_Ox_1,0.4,0.8,0.6,2.95,0.4,0.6,0.1,222.068,0.9875,96.2,-0.0009875,1.77e-07,-8.02e-08,-1.18e-08,-9.62e-08,-2.844
L_4_R_8_Th_6_Nb_2_Th2_Len_4_Loc_325_Ox_1,0.4,0.8,0.6,3.25,0.4,0.2,0.1,140.308,1.865,96.8,-0.001865,1.73e-07,-7.65e-08,-1.63e-08,-9.68e-08,-2.838
L_4_R_6_Th_4_Nb_2_Th2_Len_8_Loc_265_Ox_1,0.4,0.6,0.4,2.65,0.8,0.2,0.1,204.948,1.784,86.0,-0.001784,1.71e-07,-8.53e-08,-1.85e-08,-8.6e-08,-2.854
L_4_R_6_Th_4_Nb_2_Th6_Len_8_Loc_265_Ox_1,0.4,0.6,0.4,2.65,0.8,0.6,0.1,146.068,3.271,84.9,-0.003271,1.71e-07,-8.57e-08,-1.98e-08,-8.49e-08,-2.845
L_4_R_8_Th_6_Nb_2_Th2_Len_4_Loc_295_Ox_2,0.4,0.8,0.6,2.95,0.4,0.2,0.2,164.548,2.699,94.6,-0.002699,1.7e-07,-7.55e-08,-7.31e-09,-9.46e-08,-2.829
L_4_R_8_Th_6_Nb_2_Th4_Len_4_Loc_295_Ox_2,0.4,0.8,0.6,2.95,0.4,0.4,0.2,216.948,1.774,95.1,-0.001774,1.71e-07,-7.62e-08,-6.96e-09,-9.51e-08,-2.832
L_4_R_8_Th_6_Nb_2_Th6_Len_4_Loc_295_Ox_2,0.4,0.8,0.6,2.95,0.4,0.6,0.2,238.708,1.478,97.1,-0.001478,1.75e-07,-7.81e-08,-5.61e-09,-9.71e-08,-2.843
L_4_R_8_Th_6_Nb_2_Th2_Len_4_Loc_325_Ox_2,0.4,0.8,0.6,3.25,0.4,0.2,0.2,148.708,2.702,95.3,-0.002702,1.7e-07,-7.45e-08,-9.5e-09,-9.53e-08,-2.829
L_4_R_8_Th_6_Nb_2_Th4_Len_4_Loc_325_Ox_2,0.4,0.8,0.6,3.25,0.4,0.4,0.2,167.668,1.84,95.8,-0.00184,1.71e-07,-7.52e-08,-9.14e-09,-9.58e-08,-2.832
L_4_R_8_Th_6_Nb_2_Th6_Len_4_Loc_325_Ox_2,0.4,0.8,0.6,3.25,0.4,0.6,0.2,212.628,1.923,97.8,-0.001923,1.75e-07,-7.71e-08,-7.79e-09,-9.78e-08,-2.843
L_4_R_12_Th_2_Nb_2_Th2_Len_4_Loc_325_Ox_1,0.4,1.2,0.2,3.25,0.4,0.2,0.1,180.628,1.2,118.0,-0.0012,1.99e-07,-8.08e-08,-1.4e-08,-1.18e-07,-2.839
L_4_R_12_Th_2_Nb_2_Th4_Len_4_Loc_325_Ox_1,0.4,1.2,0.2,3.25,0.4,0.4,0.1,178.388,1.057,116.0,-0.001057,1.97e-07,-8.02e-08,-1.51e-08,-1.16e-07,-2.834
L_4_R_12_Th_2_Nb_2_Th6_Len_4_Loc_325_Ox_1,0.4,1.2,0.2,3.25,0.4,0.6,0.1,178.068,0.9648,113.0,-0.0009648,1.89e-07,-7.6e-08,-1.76e-08,-1.13e-07,-2.81
L_4_R_12_Th_2_Nb_2_Th2_Len_4_Loc_325_Ox_2,0.4,1.2,0.2,3.25,0.4,0.2,0.2,201.508,1.154,119.0,-0.001154,2.01e-07,-8.11e-08,-5.35e-09,-1.19e-07,-2.851
L_4_R_12_Th_2_Nb_2_Th4_Len_4_Loc_325_Ox_2,0.4,1.2,0.2,3.25,0.4,0.4,0.2,206.548,1.156,118.0,-0.001156,1.95e-07,-7.75e-08,-7.56e-09,-1.18e-07,-2.832
L_4_R_12_Th_2_Nb_2_Th6_Len_4_Loc_325_Ox_2,0.4,1.2,0.2,3.25,0.4,0.6,0.2,206.148,1.017,116.0,-0.001017,1.93e-07,-7.68e-08,-8.14e-09,-1.16e-07,-2.829
L_4_R_12_Th_4_Nb_2_Th2_Len_4_Loc_325_Ox_1,0.4,1.2,0.4,3.25,0.4,0.2,0.1,176.788,0.8952,112.0,-0.0008952,1.89e-07,-7.65e-08,-1.76e-08,-1.12e-07,-2.807
L_4_R_12_Th_4_Nb_2_Th4_Len_4_Loc_325_Ox_1,0.4,1.2,0.4,3.25,0.4,0.4,0.1,177.908,1.118,117.0,-0.001118,2.02e-07,-8.46e-08,-1.45e-08,-1.17e-07,-2.838
L_4_R_12_Th_4_Nb_2_Th6_Len_4_Loc_325_Ox_1,0.4,1.2,0.4,3.25,0.4,0.6,0.1,179.428,1.068,119.0,-0.001068,2.07e-07,-8.78e-08,-1.24e-08,-1.19e-07,-2.854
L_4_R_12_Th_4_Nb_2_Th2_Len_4_Loc_325_Ox_2,0.4,1.2,0.4,3.25,0.4,0.2,0.2,207.108,1.156,118.0,-0.001156,1.97e-07,-7.91e-08,-7.57e-09,-1.18e-07,-2.833
L_4_R_12_Th_4_Nb_2_Th4_Len_4_Loc_325_Ox_2,0.4,1.2,0.4,3.25,0.4,0.4,0.2,203.268,0.9503,116.0,-0.0009503,1.95e-07,-7.84e-08,-8.15e-09,-1.16e-07,-2.829
L_4_R_12_Th_4_Nb_2_Th6_Len_4_Loc_325_Ox_2,0.4,1.2,0.4,3.25,0.4,0.6,0.2,211.188,0.9671,112.0,-0.0009671,1.86e-07,-7.36e-08,-1.06e-08,-1.12e-07,-2.804
L_4_R_12_Th_6_Nb_2_Th2_Len_4_Loc_325_Ox_1,0.4,1.2,0.6,3.25,0.4,0.2,0.1,180.787,1.179,117.0,-0.001179,2e-07,-8.32e-08,-1.43e-08,-1.17e-07,-2.838
L_4_R_12_Th_6_Nb_2_Th4_Len_4_Loc_325_Ox_1,0.4,1.2,0.6,3.25,0.4,0.4,0.1,177.108,1.219,119.0,-0.001219,2.08e-07,-8.92e-08,-1.24e-08,-1.19e-07,-2.854
L_4_R_12_Th_6_Nb_2_Th6_Len_4_Loc_325_Ox_1,0.4,1.2,0.6,3.25,0.4,0.6,0.1,179.508,1.131,118.0,-0.001131,2.07e-07,-8.92e-08,-1.37e-08,-1.18e-07,-2.844
L_4_R_12_Th_6_Nb_2_Th2_Len_4_Loc_325_Ox_2,0.4,1.2,0.6,3.25,0.4,0.2,0.2,180.068,0.8792,116.0,-0.0008792,1.95e-07,-7.85e-08,-8.12e-09,-1.16e-07,-2.829
L_4_R_12_Th_6_Nb_2_Th4_Len_4_Loc_325_Ox_2,0.4,1.2,0.6,3.25,0.4,0.4,0.2,208.628,1.062,117.0,-0.001062,1.96e-07,-7.92e-08,-7.77e-09,-1.17e-07,-2.832
L_4_R_12_Th_6_Nb_2_Th6_Len_4_Loc_325_Ox_2,0.4,1.2,0.6,3.25,0.4,0.6,0.2,210.228,1.004,114.0,-0.001004,1.9e-07,-7.58e-08,-9.71e-09,-1.14e-07,-2.814
L_4_R_6_Th_2_Nb_2_Th2_Len_4_Loc_265_Ox_2,0.4,0.6,0.2,2.65,0.4,0.2,0.2,178.548,2.615,78.4,-0.002615,1.5e-07,-7.14e-08,-9.44e-09,-7.84e-08,-2.801
L_4_R_6_Th_2_Nb_2_Th4_Len_4_Loc_265_Ox_2,0.4,0.6,0.2,2.65,0.4,0.4,0.2,278.388,1.355,79.0,-0.001355,1.51e-07,-7.18e-08,-9.24e-09,-7.9e-08,-2.804
L_4_R_6_Th_2_Nb_2_Th2_Len_4_Loc_295_Ox_2,0.4,0.6,0.2,2.95,0.4,0.2,0.2,170.708,2.615,79.5,-0.002615,1.49e-07,-6.91e-08,-1.05e-08,-7.95e-08,-2.801
L_4_R_6_Th_2_Nb_2_Th4_Len_4_Loc_295_Ox_2,0.4,0.6,0.2,2.95,0.4,0.4,0.2,273.588,1.354,80.0,-0.001354,1.5e-07,-6.96e-08,-1.03e-08,-8e-08,-2.804
L_4_R_6_Th_2_Nb_2_Th2_Len_4_Loc_325_Ox_2,0.4,0.6,0.2,3.25,0.4,0.2,0.2,151.348,2.222,79.8,-0.002222,1.49e-07,-6.89e-08,-1.22e-08,-7.98e-08,-2.801
L_4_R_6_Th_2_Nb_2_Th4_Len_4_Loc_325_Ox_2,0.4,0.6,0.2,3.25,0.4,0.4,0.2,251.508,1.488,84.9,-0.001488,1.6e-07,-7.46e-08,-9.43e-09,-8.49e-08,-2.832
L_4_R_6_Th_2_Nb_2_Th6_Len_4_Loc_325_Ox_2,0.4,0.6,0.2,3.25,0.4,0.6,0.2,245.588,1.552,87.0,-0.001552,1.64e-07,-7.65e-08,-8.08e-09,-8.7e-08,-2.843
L_4_R_6_Th_2_Nb_2_Th2_Len_8_Loc_265_Ox_1,0.4,0.6,0.2,2.65,0.8,0.2,0.1,206.868,1.567,83.9,-0.001567,1.65e-07,-8.07e-08,-2.06e-08,-8.39e-08,-2.838
L_4_R_6_Th_2_Nb_2_Th4_Len_8_Loc_265_Ox_1,0.4,0.6,0.2,2.65,0.8,0.4,0.1,205.748,1.391,81.5,-0.001391,1.6e-07,-7.83e-08,-2.23e-08,-8.15e-08,-2.824
L_4_R_6_Th_2_Nb_2_Th6_Len_8_Loc_265_Ox_1,0.4,0.6,0.2,2.65,0.8,0.6,0.1,203.668,1.683,84.7,-0.001683,1.67e-07,-8.21e-08,-1.98e-08,-8.47e-08,-2.844
L_4_R_6_Th_2_Nb_2_Th2_Len_8_Loc_265_Ox_2,0.4,0.6,0.2,2.65,0.8,0.2,0.2,178.068,2.614,78.4,-0.002614,1.5e-07,-7.14e-08,-1.47e-08,-7.84e-08,-2.801
L_4_R_6_Th_2_Nb_2_Th4_Len_8_Loc_265_Ox_2,0.4,0.6,0.2,2.65,0.8,0.4,0.2,278.868,1.355,79.0,-0.001355,1.51e-07,-7.18e-08,-1.45e-08,-7.9e-08,-2.804
L_4_R_6_Th_2_Nb_2_Th6_Len_8_Loc_265_Ox_2,0.4,0.6,0.2,2.65,0.8,0.6,0.2,266.828,1.688,85.6,-0.001688,1.65e-07,-7.91e-08,-1.05e-08,-8.56e-08,-2.843
L_4_R_6_Th_4_Nb_2_Th2_Len_4_Loc_265_Ox_1,0.4,0.6,0.4,2.65,0.4,0.2,0.1,258.868,1.395,81.5,-0.001395,1.61e-07,-7.97e-08,-1.34e-08,-8.15e-08,-2.824
L_4_R_6_Th_4_Nb_2_Th4_Len_4_Loc_265_Ox_1,0.4,0.6,0.4,2.65,0.4,0.4,0.1,255.188,1.637,84.7,-0.001637,1.7e-07,-8.53e-08,-1.11e-08,-8.47e-08,-2.845
L_4_R_6_Th_4_Nb_2_Th6_Len_4_Loc_265_Ox_1,0.4,0.6,0.4,2.65,0.4,0.6,0.1,170.388,3.272,84.9,-0.003272,1.71e-07,-8.57e-08,-1.1e-08,-8.49e-08,-2.845
L_4_R_6_Th_4_Nb_2_Th2_Len_4_Loc_295_Ox_1,0.4,0.6,0.4,2.95,0.4,0.2,0.1,224.448,1.439,83.2,-0.001439,1.57e-07,-7.38e-08,-1.52e-08,-8.32e-08,-2.824
L_4_R_6_Th_4_Nb_2_Th4_Len_4_Loc_295_Ox_1,0.4,0.6,0.4,2.95,0.4,0.4,0.1,223.748,1.47,86.3,-0.00147,1.64e-07,-7.77e-08,-1.28e-08,-8.63e-08,-2.845
L_4_R_6_Th_4_Nb_2_Th6_Len_4_Loc_295_Ox_1,0.4,0.6,0.4,2.95,0.4,0.6,0.1,153.508,3.283,86.6,-0.003283,1.64e-07,-7.78e-08,-1.28e-08,-8.66e-08,-2.845
L_4_R_6_Th_4_Nb_2_Th6_Len_4_Loc_325_Ox_1,0.4,0.6,0.4,3.25,0.4,0.6,0.1,128.948,3.936,87.0,-0.003936,1.64e-07,-7.72e-08,-1.61e-08,-8.7e-08,-2.845
L_4_R_6_Th_4_Nb_2_Th2_Len_4_Loc_265_Ox_2,0.4,0.6,0.4,2.65,0.4,0.2,0.2,275.668,1.297,79.0,-0.001297,1.53e-07,-7.34e-08,-9.26e-09,-7.9e-08,-2.804
L_4_R_6_Th_4_Nb_2_Th4_Len_4_Loc_265_Ox_2,0.4,0.6,0.4,2.65,0.4,0.4,0.2,265.908,1.682,85.7,-0.001682,1.66e-07,-8.06e-08,-5.29e-09,-8.57e-08,-2.843
L_4_R_6_Th_4_Nb_2_Th6_Len_4_Loc_265_Ox_2,0.4,0.6,0.4,2.65,0.4,0.6,0.2,215.188,1.727,83.3,-0.001727,1.62e-07,-7.83e-08,-6.82e-09,-8.33e-08,-2.83
L_4_R_6_Th_4_Nb_2_Th2_Len_4_Loc_295_Ox_2,0.4,0.6,0.4,2.95,0.4,0.2,0.2,270.068,1.461,80.2,-0.001461,1.5e-07,-6.98e-08,-1.02e-08,-8.02e-08,-2.804
L_4_R_6_Th_4_Nb_2_Th4_Len_4_Loc_295_Ox_2,0.4,0.6,0.4,2.95,0.4,0.4,0.2,260.948,1.685,86.9,-0.001685,1.64e-07,-7.7e-08,-6.28e-09,-8.69e-08,-2.843
L_4_R_6_Th_4_Nb_2_Th6_Len_4_Loc_295_Ox_2,0.4,0.6,0.4,2.95,0.4,0.6,0.2,216.628,1.722,84.5,-0.001722,1.59e-07,-7.47e-08,-7.79e-09,-8.45e-08,-2.83
L_4_R_6_Th_4_Nb_2_Th2_Len_4_Loc_325_Ox_2,0.4,0.6,0.4,3.25,0.4,0.2,0.2,249.428,1.297,80.5,-0.001297,1.5e-07,-6.95e-08,-1.2e-08,-8.05e-08,-2.804
L_4_R_6_Th_4_Nb_2_Th4_Len_4_Loc_325_Ox_2,0.4,0.6,0.4,3.25,0.4,0.4,0.2,243.988,1.686,87.1,-0.001686,1.64e-07,-7.67e-08,-8.08e-09,-8.71e-08,-2.843
L_4_R_6_Th_4_Nb_2_Th6_Len_4_Loc_325_Ox_2,0.4,0.6,0.4,3.25,0.4,0.6,0.2,213.668,1.568,84.8,-0.001568,1.59e-07,-7.44e-08,-9.58e-09,-8.48e-08,-2.83
L_4_R_6_Th_4_Nb_2_Th4_Len_8_Loc_265_Ox_1,0.4,0.6,0.4,2.65,0.8,0.4,0.1,204.948,1.638,84.7,-0.001638,1.7e-07,-8.54e-08,-1.98e-08,-8.47e-08,-2.845
L_4_R_6_Th_4_Nb_2_Th2_Len_8_Loc_265_Ox_2,0.4,0.6,0.4,2.65,0.8,0.2,0.2,271.188,1.296,79.0,-0.001296,1.53e-07,-7.34e-08,-1.46e-08,-7.9e-08,-2.804
L_4_R_6_Th_4_Nb_2_Th4_Len_8_Loc_265_Ox_2,0.4,0.6,0.4,2.65,0.8,0.4,0.2,266.708,1.681,85.7,-0.001681,1.66e-07,-8.06e-08,-1.05e-08,-8.57e-08,-2.843
L_4_R_6_Th_4_Nb_2_Th6_Len_8_Loc_265_Ox_2,0.4,0.6,0.4,2.65,0.8,0.6,0.2,218.708,1.726,83.3,-0.001726,1.62e-07,-7.83e-08,-1.21e-08,-8.33e-08,-2.83
L_4_R_6_Th_6_Nb_2_Th2_Len_4_Loc_265_Ox_1,0.4,0.6,0.6,2.65,0.4,0.2,0.1,253.908,1.673,84.7,-0.001673,1.69e-07,-8.38e-08,-1.11e-08,-8.47e-08,-2.844
L_4_R_6_Th_6_Nb_2_Th4_Len_4_Loc_265_Ox_1,0.4,0.6,0.6,2.65,0.4,0.4,0.1,171.188,3.373,80.4,-0.003373,1.62e-07,-8.18e-08,-1.42e-08,-8.04e-08,-2.816
L_4_R_6_Th_6_Nb_2_Th6_Len_4_Loc_265_Ox_1,0.4,0.6,0.6,2.65,0.4,0.6,0.1,258.548,1.396,80.8,-0.001396,1.65e-07,-8.38e-08,-1.39e-08,-8.08e-08,-2.82
L_4_R_6_Th_6_Nb_2_Th2_Len_4_Loc_295_Ox_1,0.4,0.6,0.6,2.95,0.4,0.2,0.1,223.748,1.508,86.3,-0.001508,1.64e-07,-7.77e-08,-1.28e-08,-8.63e-08,-2.844
L_4_R_6_Th_6_Nb_2_Th4_Len_4_Loc_295_Ox_1,0.4,0.6,0.6,2.95,0.4,0.4,0.1,155.348,3.279,82.1,-0.003279,1.55e-07,-7.24e-08,-1.6e-08,-8.21e-08,-2.816
L_4_R_6_Th_6_Nb_2_Th6_Len_4_Loc_295_Ox_1,0.4,0.6,0.6,2.95,0.4,0.6,0.1,221.668,1.566,87.2,-0.001566,1.66e-07,-7.83e-08,-1.21e-08,-8.72e-08,-2.85
L_4_R_6_Th_6_Nb_2_Th4_Len_4_Loc_325_Ox_1,0.4,0.6,0.6,3.25,0.4,0.4,0.1,130.228,3.404,82.6,-0.003404,1.55e-07,-7.19e-08,-1.93e-08,-8.26e-08,-2.816
L_4_R_6_Th_6_Nb_2_Th2_Len_4_Loc_265_Ox_2,0.4,0.6,0.6,2.65,0.4,0.2,0.2,267.988,1.582,81.0,-0.001582,1.56e-07,-7.53e-08,-8.37e-09,-8.1e-08,-2.814
L_4_R_6_Th_6_Nb_2_Th4_Len_4_Loc_265_Ox_2,0.4,0.6,0.6,2.65,0.4,0.4,0.2,221.668,1.585,83.4,-0.001585,1.62e-07,-7.84e-08,-6.78e-09,-8.34e-08,-2.831
L_4_R_6_Th_6_Nb_2_Th6_Len_4_Loc_265_Ox_2,0.4,0.6,0.6,2.65,0.4,0.6,0.2,263.998,1.762,86.8,-0.001762,1.7e-07,-8.29e-08,-3.85e-09,-8.68e-08,-2.856
L_4_R_6_Th_6_Nb_2_Th2_Len_4_Loc_295_Ox_2,0.4,0.6,0.6,2.95,0.4,0.2,0.2,263.508,1.583,82.2,-0.001583,1.54e-07,-7.16e-08,-9.38e-09,-8.22e-08,-2.814
L_4_R_6_Th_6_Nb_2_Th4_Len_4_Loc_295_Ox_2,0.4,0.6,0.6,2.95,0.4,0.4,0.2,227.508,1.396,79.9,-0.001396,1.49e-07,-6.94e-08,-1.04e-08,-7.99e-08,-2.802
L_4_R_6_Th_6_Nb_2_Th6_Len_4_Loc_295_Ox_2,0.4,0.6,0.6,2.95,0.4,0.6,0.2,256.308,1.93,88.0,-0.00193,1.67e-07,-7.92e-08,-4.86e-09,-8.8e-08,-2.856
L_4_R_6_Th_6_Nb_2_Th2_Len_4_Loc_325_Ox_2,0.4,0.6,0.6,3.25,0.4,0.2,0.2,246.708,1.382,82.5,-0.001382,1.54e-07,-7.13e-08,-1.11e-08,-8.25e-08,-2.814
L_4_R_6_Th_6_Nb_2_Th4_Len_4_Loc_325_Ox_2,0.4,0.6,0.6,3.25,0.4,0.4,0.2,215.828,1.392,80.1,-0.001392,1.49e-07,-6.91e-08,-1.22e-08,-8.01e-08,-2.802
L_4_R_6_Th_6_Nb_2_Th6_Len_4_Loc_325_Ox_2,0.4,0.6,0.6,3.25,0.4,0.6,0.2,243.108,1.763,88.3,-0.001763,1.67e-07,-7.89e-08,-6.62e-09,-8.83e-08,-2.856
L_4_R_6_Th_6_Nb_2_Th2_Len_8_Loc_265_Ox_1,0.4,0.6,0.6,2.65,0.8,0.2,0.1,205.748,1.499,84.7,-0.001499,1.69e-07,-8.38e-08,-1.98e-08,-8.47e-08,-2.844
L_4_R_6_Th_6_Nb_2_Th4_Len_8_Loc_265_Ox_1,0.4,0.6,0.6,2.65,0.8,0.4,0.1,147.028,3.271,80.4,-0.003271,1.62e-07,-8.18e-08,-2.3e-08,-8.04e-08,-2.816
L_4_R_6_Th_6_Nb_2_Th6_Len_8_Loc_265_Ox_1,0.4,0.6,0.6,2.65,0.8,0.6,0.1,206.708,1.558,85.6,-0.001558,1.75e-07,-8.94e-08,-1.91e-08,-8.56e-08,-2.85
L_4_R_6_Th_6_Nb_2_Th2_Len_8_Loc_265_Ox_2,0.4,0.6,0.6,2.65,0.8,0.2,0.2,267.668,1.582,81.0,-0.001582,1.56e-07,-7.53e-08,-1.37e-08,-8.1e-08,-2.814
L_4_R_6_Th_6_Nb_2_Th4_Len_8_Loc_265_Ox_2,0.4,0.6,0.6,2.65,0.8,0.4,0.2,221.588,1.585,83.3,-0.001585,1.62e-07,-7.84e-08,-1.2e-08,-8.33e-08,-2.831
